ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1752	"DHRS4L2"	"DHRS4L2"	chr14	+	24001383	24001517	24001383	24001482	24001484	24001517
1753	"DHRS4L2"	"DHRS4L2"	chr14	+	24001383	24001517	24001383	24001482	24001487	24001517
1755	"METTL3"	"METTL3"	chr14	-	21499024	21499600	21499024	21499137	21499491	21499600
1756	"METTL3"	"METTL3"	chr14	-	21503172	21503577	21503172	21503291	21503505	21503577
1760	"SLAIN2"	"SLAIN2"	chr4	+	48382567	48382927	48382567	48382639	48382727	48382927
1778	"TSPAN4"	"TSPAN4"	chr11	+	864436	865825	864436	864511	865693	865825
1804	"DDX41"	"DDX41"	chr5	-	177512495	177512876	177512495	177512645	177512779	177512876
1805	"DDX41"	"DDX41"	chr5	-	177513352	177513847	177513352	177513484	177513684	177513847
1806	"DDX41"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193
1823	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004476	37004561
1824	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561
1835	"ATRX"	"ATRX"	chrX	-	77681519	77684593	77681519	77683451	77683538	77684593
1844	"NKTR"	"NKTR"	chr3	+	42620015	42621516	42620015	42620043	42621428	42621516
1853	"PACS2"	"PACS2"	chr14	+	105383358	105384463	105383358	105383513	105384352	105384463
1858	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378893	46379111
1859	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378990	46379111
1860	"DGKZ"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379453	46379568
1861	"DGKZ"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379468	46379568
1874	"C15orf52"	"C15orf52"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619
1880	"RPRD1A"	"RPRD1A"	chr18	-	35989823	35993300	35989823	35990595	35993101	35993300
1898	"PAQR6"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250
1902	"NRD1"	"NRD1"	chr1	-	51789211	51789433	51789211	51789315	51789316	51789433
1910	"ANK3"	"ANK3"	chr10	-	60059339	60060006	60059339	60059430	60059697	60060006
1931	"PARP1"	"PARP1"	chr1	-	226365953	226367608	226365953	226366052	226367479	226367608
1948	"CDK18"	"CDK18"	chr1	+	205529520	205530349	205529520	205529563	205530185	205530349
1949	"CDK18"	"CDK18"	chr1	+	205529520	205530349	205529520	205529563	205530258	205530349
1950	"EIF2B4"	"EIF2B4"	chr2	-	27367745	27367822	27367745	27367802	27367804	27367822
1958	"ZSCAN25"	"ZSCAN25"	chr7	+	99619560	99621574	99619560	99619993	99621372	99621574
1959	"ZSCAN25"	"ZSCAN25"	chr7	+	99619560	99621574	99619560	99619997	99621372	99621574
1963	"WDR73"	"WDR73"	chr15	-	84647889	84648625	84647889	84647954	84648536	84648625
1971	"IL17RB"	"IL17RB"	chr3	+	53857615	53858818	53857615	53857690	53858718	53858818
1972	"RUSC1"	"RUSC1"	chr1	+	155325101	155325490	155325101	155325178	155325315	155325490
1973	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326579	155327132
1974	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326609	155327132
1975	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326897	155327132
1982	"CLEC7A"	"CLEC7A"	chr12	-	10116776	10118590	10116776	10117249	10118153	10118590
1984	"CLEC7A"	"CLEC7A"	chr12	-	10129979	10130257	10129979	10130097	10130202	10130257
1986	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976600	122976767
1987	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976653	122976767
1991	"RHBDF2"	"RHBDF2"	chr17	-	76478805	76479277	76478805	76479009	76479081	76479277
2001	"GPAA1"	"GPAA1"	chr8	+	144085288	144085743	144085288	144085479	144085572	144085743
2007	"RMND5B"	"RMND5B"	chr5	+	178143626	178144108	178143626	178143727	178143941	178144108
2009	"SGK1"	"SGK1"	chr6	-	134170825	134171178	134170825	134170915	134171022	134171178
2016	"SAP30BP"	"SAP30BP"	chr17	+	75705610	75706092	75705610	75705693	75706007	75706092
2022	"MCM3AP"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886
2023	"PRR11"	"PRR11"	chr17	+	59185053	59185562	59185053	59185204	59185439	59185562
2025	"METTL4"	"METTL4"	chr18	-	2552694	2555038	2552694	2552764	2554668	2555038
2028	"TCAIM"	"TCAIM"	chr3	+	44400354	44401334	44400354	44400587	44401202	44401334
2052	"RNF181"	"RNF181"	chr2	+	85597103	85597581	85597103	85597178	85597444	85597581
2063	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715081	30716507	30716676
2064	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715141	30716507	30716676
2065	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715144	30716507	30716676
2068	"PDCD2L"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34404929	34404990
2070	"FASTK"	"FASTK"	chr7	-	151076912	151077236	151076912	151077027	151077100	151077236
2071	"FASTK"	"FASTK"	chr7	-	151077100	151077401	151077100	151077236	151077309	151077401
2073	"FASTK"	"FASTK"	chr7	-	151077309	151077780	151077309	151077401	151077620	151077780
2074	"FASTK"	"FASTK"	chr7	-	151076912	151078092	151076912	151077780	151077878	151078092
2085	"PSMD4"	"PSMD4"	chr1	+	151264831	151265234	151264831	151264918	151265165	151265234
2086	"PSMD4"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266112	151266307	151266439
2087	"PSMD4"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266121	151266307	151266439
2089	"DCAF7"	"DCAF7"	chr17	+	63588999	63594266	63588999	63589237	63594202	63594266
2090	"SLC35A5"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581178	112581326
2091	"SLC35A5"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581244	112581326
2094	"S100A13"	"S100A13"	chr1	-	153626319	153627598	153626319	153626533	153627482	153627598
2100	"NABP2"	"NABP2"	chr12	+	56226178	56226419	56226178	56226260	56226355	56226419
2103	"C11orf95"	"C11orf95"	chr11	-	63764867	63765254	63764867	63764919	63765042	63765254
2106	"RBM6"	"RBM6"	chr3	+	50061461	50062108	50061461	50061547	50061961	50062108
2125	"TSPYL2"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866
2132	"AP3D1"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109125	2109872	2109958
2133	"AP3D1"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109207	2109872	2109958
2136	"GAPDH"	"GAPDH"	chr12	+	6536683	6537010	6536683	6536790	6536919	6537010
2137	"GAPDH"	"GAPDH"	chr12	+	6536683	6537010	6536683	6536817	6536919	6537010
2143	"JMJD8"	"JMJD8"	chr16	-	683321	683598	683321	683441	683529	683598
2151	"DPH5"	"DPH5"	chr1	-	101021640	101021765	101021640	101021647	101021648	101021765
2161	"ZSWIM7"	"ZSWIM7"	chr17	-	15976559	15978163	15976559	15977092	15978043	15978163
2162	"ZSWIM7"	"ZSWIM7"	chr17	-	15977726	15978163	15977726	15977913	15978043	15978163
2166	"PPOX"	"PPOX"	chr1	+	161170906	161171181	161170906	161170949	161171033	161171181
2198	"GAS5"	"GAS5"	chr1	-	173863900	173864304	173863900	173864075	173864256	173864304
2199	"GAS5"	"GAS5"	chr1	-	173864256	173864506	173864256	173864304	173864483	173864506
2200	"GAS5"	"GAS5"	chr1	-	173864256	173864704	173864256	173864304	173864674	173864704
2201	"GAS5"	"GAS5"	chr1	-	173864483	173864704	173864483	173864506	173864674	173864704
2202	"GAS5"	"GAS5"	chr1	-	173864256	173865282	173864256	173864304	173865228	173865282
2203	"GAS5"	"GAS5"	chr1	-	173864256	173865282	173864256	173864704	173865228	173865282
2204	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865470	173865547
2205	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865509	173865547
2206	"GAS5"	"GAS5"	chr1	-	173865856	173866206	173865856	173865894	173866176	173866206
2207	"GAS5"	"GAS5"	chr1	-	173866527	173866796	173866527	173866567	173866760	173866796
2210	"HDLBP"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269200	241269295
2211	"HDLBP"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269205	241269295
2217	"TMEM52"	"TMEM52"	chr1	-	1919044	1919269	1919044	1919088	1919181	1919269
2225	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836122	28836448	28836485
2226	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836176	28836448	28836485
2227	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836727	28837237
2228	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836485	28836727	28837237
2229	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836747	28837237
2230	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836750	28837237
2259	"PGAP1"	"PGAP1"	chr2	-	196847002	196848037	196847002	196847200	196847946	196848037
2261	"SIRT2"	"SIRT2"	chr19	-	38889688	38889961	38889688	38889745	38889854	38889961
2262	"SH3BGRL3"	"SH3BGRL3"	chr1	+	26279175	26280203	26279175	26279841	26279843	26280203
2266	"TNFAIP3"	"TNFAIP3"	chr6	+	137878431	137879351	137878431	137879323	137879325	137879351
2284	"SSX2IP"	"SSX2IP"	chr1	-	84662197	84662530	84662197	84662375	84662454	84662530
2285	"SSX2IP"	"SSX2IP"	chr1	-	84669680	84670815	84669680	84669893	84670645	84670815
2287	"CAPN1"	"CAPN1"	chr11	+	65210813	65212005	65210813	65210872	65211259	65212005
2296	"DTX3"	"DTX3"	chr12	+	57605988	57606252	57605988	57606029	57606189	57606252
2297	"EFEMP1"	"EFEMP1"	chr2	-	55922359	55922691	55922359	55922447	55922570	55922691
2298	"EFEMP1"	"EFEMP1"	chr2	-	55922359	55922691	55922359	55922447	55922609	55922691
2316	"MFSD12"	"MFSD12"	chr19	-	3544198	3544732	3544198	3544307	3544354	3544732
2321	"PRMT5"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928211	22928496	22928615
2322	"PRMT5"	"PRMT5"	chr14	-	22928125	22928615	22928125	22928241	22928496	22928615
2327	"IFT27"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
2328	"IFT27"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125
2335	"TONSL"	"TONSL"	chr8	-	144432284	144433759	144432284	144432460	144433587	144433759
2336	"TONSL"	"TONSL"	chr8	-	144438652	144438735	144438652	144438664	144438665	144438735
2340	"SUPT7L"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661388	27662178	27662281
2341	"SUPT7L"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661601	27662178	27662281
2342	"PROSER3"	"PROSER3"	chr19	+	35766767	35768065	35766767	35766955	35767803	35768065
2344	"RPL4"	"RPL4"	chr15	-	66500948	66501504	66500948	66501105	66501374	66501504
2360	"ATF3"	"ATF3"	chr1	+	212615017	212615261	212615017	212615022	212615061	212615261
2361	"ATF3"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615147	212615261
2362	"ATF3"	"ATF3"	chr1	+	212615017	212615261	212615017	212615045	212615151	212615261
2363	"ATF3"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
2366	"LRRC41"	"LRRC41"	chr1	-	46278400	46279084	46278400	46278905	46278906	46279084
2367	"LRRC41"	"LRRC41"	chr1	-	46279181	46279614	46279181	46279257	46279491	46279614
2395	"BAZ2B"	"BAZ2B"	chr2	-	159404848	159404910	159404848	159404901	159404902	159404910
2402	"STARD10"	"STARD10"	chr11	-	72754728	72755142	72754728	72754782	72755121	72755142
2406	"INVS"	"INVS"	chr9	+	100292325	100293043	100292325	100292436	100292946	100293043
2413	"HDAC10"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092
2415	"HDAC10"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966
2417	"HDAC10"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385
2419	"ILVBL"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015
2423	"UBA5"	"UBA5"	chr3	+	132671776	132672177	132671776	132671881	132672049	132672177
2425	"TOM1"	"TOM1"	chr22	+	35323495	35323630	35323495	35323621	35323622	35323630
2426	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171277	129171445	129171538
2427	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171280	129171445	129171538
2428	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171283	129171445	129171538
2429	"UBQLN1"	"UBQLN1"	chr9	-	83666349	83669327	83666349	83666433	83669184	83669327
2451	"TRMT2B"	"TRMT2B"	chrX	-	101051250	101051733	101051250	101051366	101051643	101051733
2457	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336943	207336946	207337409
2458	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336818	207337328	207337409
2459	"NBPF12"	"NBPF12"	chr1	+	146987953	146988126	146987953	146988008	146988012	146988126
2480	"CASC3"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166
2487	"TRIM14"	"TRIM14"	chr9	-	98084354	98088005	98084354	98084466	98087441	98088005
2488	"POLR2J3"	"POLR2J3"	chr7	-	102566996	102568184	102566996	102567083	102568009	102568184
2498	"METTL22"	"METTL22"	chr16	+	8628729	8629110	8628729	8628876	8629044	8629110
2499	"MTA1"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324
2504	"ZNF300"	"ZNF300"	chr5	-	150894398	150898184	150894398	150896969	150898057	150898184
2506	"PDPR"	"PDPR"	chr16	+	70128783	70129122	70128783	70128865	70128958	70129122
2516	"FUK"	"FUK"	chr16	+	70466881	70467471	70466881	70466954	70467373	70467471
2517	"FUK"	"FUK"	chr16	+	70466881	70467966	70466881	70467471	70467885	70467966
2520	"CENPE"	"CENPE"	chr4	-	103136140	103136359	103136140	103136171	103136279	103136359
2526	"CXXC1"	"CXXC1"	chr18	-	50285748	50286257	50285748	50285928	50286021	50286257
2532	"ANXA6"	"ANXA6"	chr5	-	151138677	151139447	151138677	151138791	151139352	151139447
2534	"PSRC1"	"PSRC1"	chr1	-	109280776	109281251	109280776	109280916	109281107	109281251
2535	"PSRC1"	"PSRC1"	chr1	-	109280776	109281251	109280776	109281046	109281136	109281251
2537	"PSRC1"	"PSRC1"	chr1	-	109282679	109283122	109282679	109282789	109283073	109283122
2543	"GRSF1"	"GRSF1"	chr4	-	70825295	70826245	70825295	70825431	70826123	70826245
2546	"TRPT1"	"TRPT1"	chr11	-	64224284	64224717	64224284	64224341	64224542	64224717
2547	"TRPT1"	"TRPT1"	chr11	-	64224284	64224717	64224284	64224491	64224653	64224717
2549	"BRMS1"	"BRMS1"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785
2554	"LARP4B"	"LARP4B"	chr10	-	806913	813213	806913	808272	812920	813213
2555	"MOGS"	"MOGS"	chr2	-	74464895	74465410	74464895	74464987	74465313	74465410
2559	"PXDN"	"PXDN"	chr2	-	1663604	1665074	1663604	1663763	1664957	1665074
2561	"HDGF"	"HDGF"	chr1	-	156742109	156743455	156742109	156743012	156743170	156743455
2563	"LAMA4"	"LAMA4"	chr6	-	112253955	112254538	112253955	112254291	112254401	112254538
2570	"NBPF10"	"NBPF10"	chr1	-	146144594	146144804	146144594	146144647	146144649	146144804
2579	"SLC5A6"	"SLC5A6"	chr2	-	27202812	27203345	27202812	27202880	27203232	27203345
2583	"KRI1"	"KRI1"	chr19	-	10559358	10559708	10559358	10559529	10559612	10559708
2584	"KRI1"	"KRI1"	chr19	-	10561666	10561845	10561666	10561716	10561790	10561845
2590	"ARMC10"	"ARMC10"	chr7	+	103083681	103084062	103083681	103083830	103084029	103084062
2602	"ACTB"	"ACTB"	chr7	-	5528280	5529400	5528280	5528719	5529160	5529400
2610	"FCHSD1"	"FCHSD1"	chr5	-	141646086	141646722	141646086	141646191	141646602	141646722
2615	"COMMD7"	"COMMD7"	chr20	-	32702702	32704071	32702702	32703458	32704022	32704071
2623	"CALCOCO1"	"CALCOCO1"	chr12	-	53721466	53722183	53721466	53721615	53722024	53722183
2636	"GON4L"	"GON4L"	chr1	-	155764999	155766709	155764999	155765350	155766656	155766709
2637	"GON4L"	"GON4L"	chr1	-	155815804	155816262	155815804	155815900	155816211	155816262
2639	"SMARCC2"	"SMARCC2"	chr12	-	56178403	56178847	56178403	56178534	56178809	56178847
2647	"PDHB"	"PDHB"	chr3	-	58430656	58430942	58430656	58430788	58430842	58430942
2649	"PDHB"	"PDHB"	chr3	-	58431730	58431984	58431730	58431793	58431876	58431984
2667	"DRAP1"	"DRAP1"	chr11	+	65919779	65920041	65919779	65919852	65919947	65920041
2668	"TCEAL4"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291
2670	"DMKN"	"DMKN"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580
2671	"DMKN"	"DMKN"	chr19	-	35500377	35500580	35500377	35500419	35500532	35500580
2672	"DMKN"	"DMKN"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427
2673	"DMKN"	"DMKN"	chr19	-	35510183	35510510	35510183	35510252	35510378	35510510
2676	"HMGN2"	"HMGN2"	chr1	+	26473482	26473732	26473482	26473527	26473702	26473732
2677	"HMGN2"	"HMGN2"	chr1	+	26473482	26473732	26473482	26473585	26473702	26473732
2678	"HMGN2"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
2679	"HMGN2"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473732	26474084	26474135
2680	"HMGN2"	"HMGN2"	chr1	+	26473702	26474135	26473702	26473817	26474084	26474135
2684	"ANKRD11"	"ANKRD11"	chr16	-	89286662	89288670	89286662	89287113	89288527	89288670
2689	"MECR"	"MECR"	chr1	-	29195940	29196258	29195940	29196013	29196197	29196258
2690	"MECR"	"MECR"	chr1	-	29195940	29196258	29195940	29196042	29196197	29196258
2716	"POLD1"	"POLD1"	chr19	+	50401998	50402373	50401998	50402124	50402204	50402373
2735	"EIF3G"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119066	10119171
2736	"EIF3G"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119087	10119171
2739	"MED25"	"MED25"	chr19	+	49829785	49829948	49829785	49829860	49829862	49829948
2741	"MED25"	"MED25"	chr19	+	49835726	49835945	49835726	49835882	49835883	49835945
2742	"MED25"	"MED25"	chr19	+	49836225	49836979	49836225	49836406	49836846	49836979
2745	"LLGL1"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18237480	18237773
2746	"CUL1"	"CUL1"	chr7	+	148753975	148754150	148753975	148754009	148754081	148754150
2747	"LUC7L"	"LUC7L"	chr16	-	188968	190135	188968	189339	189967	190135
2748	"LUC7L"	"LUC7L"	chr16	-	227241	228402	227241	227336	228332	228402
2752	"PTBP1"	"PTBP1"	chr19	+	804035	804438	804035	804208	804291	804438
2753	"PTBP1"	"PTBP1"	chr19	+	804291	804702	804291	804438	804531	804702
2754	"PTBP1"	"PTBP1"	chr19	+	804291	804702	804291	804438	804540	804702
2758	"RAVER1"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320763	10320857	10320951
2759	"RAVER1"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320782	10320857	10320951
2760	"ERICH1"	"ERICH1"	chr8	-	625674	627238	625674	625968	627002	627238
2786	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31583575	31583148	31583241	31583460	31583575
2787	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583241	31584677	31584801
2788	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583575	31584677	31584801
2789	"TINAGL1"	"TINAGL1"	chr1	+	31584885	31585340	31584885	31585036	31585150	31585340
2793	"BAK1"	"BAK1"	chr6	-	33575792	33575928	33575792	33575803	33575863	33575928
2797	"DEPDC1"	"DEPDC1"	chr1	-	68489451	68489608	68489451	68489485	68489569	68489608
2804	"RPL13A"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49490474	49490576
2819	"ULK3"	"ULK3"	chr15	-	74840233	74840641	74840233	74840316	74840497	74840641
2843	"KRT17"	"KRT17"	chr17	-	41621592	41622511	41621592	41621754	41622354	41622511
2850	"NFE2L1"	"NFE2L1"	chr17	+	48050606	48051628	48050606	48050819	48051116	48051628
2852	"EPOR"	"EPOR"	chr19	-	11382846	11383232	11382846	11382949	11383096	11383232
2853	"EPOR"	"EPOR"	chr19	-	11382846	11383232	11382846	11382982	11383096	11383232
2854	"UBE2D3"	"UBE2D3"	chr4	-	102801453	102802638	102801453	102801559	102802560	102802638
2863	"GSTK1"	"GSTK1"	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092
2864	"GSTK1"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296
2876	"YBX1"	"YBX1"	chr1	+	42697179	42697262	42697179	42697227	42697228	42697262
2877	"YBX1"	"YBX1"	chr1	+	42700780	42701046	42700780	42700788	42700790	42701046
2879	"DCLRE1B"	"DCLRE1B"	chr1	+	113911130	113914086	113911130	113911838	113912131	113914086
2881	"DNAJC4"	"DNAJC4"	chr11	+	64233893	64234281	64233893	64233980	64234072	64234281
2888	"SHANK2"	"SHANK2"	chr11	-	71118828	71119032	71118828	71118846	71118902	71119032
2900	"BAP1"	"BAP1"	chr3	-	52406252	52406907	52406252	52406322	52406828	52406907
2901	"BAP1"	"BAP1"	chr3	-	52406252	52406907	52406252	52406376	52406828	52406907
2904	"HDAC1"	"HDAC1"	chr1	+	32331675	32332242	32331675	32331806	32332089	32332242
2916	"GHITM"	"GHITM"	chr10	+	84150708	84150880	84150708	84150821	84150822	84150880
2917	"CKAP2L"	"CKAP2L"	chr2	-	112755976	112757214	112755976	112756134	112756892	112757214
2919	"NSUN5"	"NSUN5"	chr7	-	73307582	73308553	73307582	73307643	73308430	73308553
2920	"NSUN5"	"NSUN5"	chr7	-	73307582	73308553	73307582	73307757	73308430	73308553
2930	"EIF4A2"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051
2935	"NUBP2"	"NUBP2"	chr16	+	1786536	1786955	1786536	1786655	1786737	1786955
2936	"NUBP2"	"NUBP2"	chr16	+	1786536	1786955	1786536	1786655	1786756	1786955
2939	"NUBP2"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788137	1788207
2940	"NUBP2"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788160	1788207
2941	"CSAG1"	"CSAG1"	chrX	-	152727483	152728224	152727483	152727863	152728073	152728224
2942	"VDAC2"	"VDAC2"	chr10	+	75219062	75219356	75219062	75219215	75219303	75219356
2943	"ZNF692"	"ZNF692"	chr1	-	248855557	248855946	248855557	248855635	248855724	248855946
2946	"RPS7"	"RPS7"	chr2	+	3575324	3575684	3575324	3575448	3575591	3575684
2957	"ASXL1"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422
2959	"RASAL1"	"RASAL1"	chr12	-	113119127	113119443	113119127	113119259	113119361	113119443
2960	"RASAL1"	"RASAL1"	chr12	-	113127811	113128178	113127811	113127873	113128064	113128178
2963	"FAF2"	"FAF2"	chr5	+	176493998	176494275	176493998	176494084	176494183	176494275
2968	"UBR1"	"UBR1"	chr15	-	43025373	43026663	43025373	43025429	43026560	43026663
2969	"SLC25A1"	"SLC25A1"	chr22	-	19177726	19178041	19177726	19177865	19177941	19178041
2970	"RGS3"	"RGS3"	chr9	+	113583449	113584427	113583449	113583716	113584181	113584427
2971	"VPS9D1"	"VPS9D1"	chr16	-	89710585	89711010	89710585	89710768	89710769	89711010
3000	"NCAPG2"	"NCAPG2"	chr7	-	158655117	158655455	158655117	158655258	158655338	158655455
3003	"STARD3NL"	"STARD3NL"	chr7	+	38215027	38217305	38215027	38215105	38217187	38217305
3006	"C19orf68"	"C19orf68"	chr19	+	48194652	48197620	48194652	48195918	48197229	48197620
3013	"ECI2"	"ECI2"	chr6	-	4125249	4126237	4125249	4125370	4126134	4126237
3017	"CPSF3L"	"CPSF3L"	chr1	-	1312592	1312949	1312592	1312700	1312786	1312949
3020	"CPSF3L"	"CPSF3L"	chr1	-	1313034	1313592	1313034	1313124	1313508	1313592
3021	"CPSF3L"	"CPSF3L"	chr1	-	1320455	1321093	1320455	1320529	1320995	1321093
3022	"CPSF3L"	"CPSF3L"	chr1	-	1320455	1321093	1320455	1320682	1320995	1321093
3023	"PCYT1A"	"PCYT1A"	chr3	-	196247366	196248323	196247366	196247518	196248206	196248323
3024	"PCYT1A"	"PCYT1A"	chr3	-	196247366	196248323	196247366	196247643	196248206	196248323
3029	"ACBD4"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136499	45136776
3030	"ACBD4"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136691	45136776
3031	"ACBD4"	"ACBD4"	chr17	+	45136499	45136776	45136499	45136620	45136691	45136776
3033	"KDELC1"	"KDELC1"	chr13	-	102790900	102791430	102790900	102791138	102791257	102791430
3035	"RPL17"	"RPL17"	chr18	-	49491531	49491833	49491531	49491584	49491735	49491833
3036	"RPL17"	"RPL17"	chr18	-	49491531	49491833	49491531	49491584	49491745	49491833
3048	"ZNF506"	"ZNF506"	chr19	-	19791561	19792484	19791561	19791731	19792410	19792484
3051	"TMEM161A"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754
3052	"TMEM161A"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754
3055	"CLUH"	"CLUH"	chr17	-	2693899	2694276	2693899	2694039	2694122	2694276
3067	"CDK10"	"CDK10"	chr16	+	89693273	89693467	89693273	89693326	89693397	89693467
3068	"CDK10"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232
3069	"CDK10"	"CDK10"	chr16	+	89693273	89694232	89693273	89693467	89694172	89694232
3080	"CERS2"	"CERS2"	chr1	-	150966755	150967202	150966755	150966862	150967073	150967202
3085	"PHF7"	"PHF7"	chr3	+	52414495	52414587	52414495	52414508	52414509	52414587
3086	"PHF7"	"PHF7"	chr3	+	52419832	52419934	52419832	52419877	52419878	52419934
3094	"TMEM147"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029
3095	"TMEM147"	"TMEM147"	chr19	+	35546671	35547240	35546671	35546808	35547118	35547240
3096	"TMEM147"	"TMEM147"	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240
3108	"PLCD1"	"PLCD1"	chr3	-	38009903	38010275	38009903	38010053	38010130	38010275
3111	"SYT8"	"SYT8"	chr11	+	1835885	1836861	1835885	1836592	1836755	1836861
3113	"IQCE"	"IQCE"	chr7	+	2571525	2571654	2571525	2571545	2571604	2571654
3128	"FTH1"	"FTH1"	chr11	-	61967311	61967631	61967311	61967371	61967457	61967631
3129	"FTH1"	"FTH1"	chr11	-	61967311	61967631	61967311	61967453	61967547	61967631
