ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1226	"ATP5A1"	"ATP5A1"	chr18	-	46094979	46095131	46095052	46095131	46091681	46091851
1227	"ATP5A1"	"ATP5A1"	chr18	-	46094979	46095131	46095052	46095131	46093179	46093362
1228	"ATP5A1"	"ATP5A1"	chr18	-	46097835	46098353	46098171	46098353	46095052	46095131
1229	"PACRGL"	"PACRGL"	chr4	+	20700457	20700611	20700457	20700578	20704465	20704533
1230	"PACRGL"	"PACRGL"	chr4	+	20700457	20700747	20700457	20700578	20704465	20704533
1231	"PACRGL"	"PACRGL"	chr4	+	20700457	20700747	20700457	20700611	20704465	20704533
1232	"PACRGL"	"PACRGL"	chr4	+	20700458	20700706	20700458	20700617	20704465	20704533
1233	"PACRGL"	"PACRGL"	chr4	+	20700458	20700747	20700458	20700617	20704465	20704533
1234	"PACRGL"	"PACRGL"	chr4	+	20700458	20700787	20700458	20700617	20704465	20704533
1235	"PACRGL"	"PACRGL"	chr4	+	20700458	20700747	20700458	20700706	20704465	20704533
1236	"PACRGL"	"PACRGL"	chr4	+	20700458	20700787	20700458	20700706	20704465	20704533
1237	"PACRGL"	"PACRGL"	chr4	+	20700458	20700787	20700458	20700747	20704465	20704533
1238	"ZPR1"	"ZPR1"	chr11	-	116784854	116784921	116784858	116784921	116784377	116784448
1239	"RNF126"	"RNF126"	chr19	-	651610	651855	651691	651855	650233	650296
1240	"CIRBP"	"CIRBP"	chr19	+	1271139	1271467	1271139	1271365	1271550	1271632
1241	"ATG2A"	"ATG2A"	chr11	-	64902509	64902680	64902515	64902680	64902259	64902386
1242	"TCF25"	"TCF25"	chr16	+	89887651	89887717	89887651	89887681	89892192	89892275
1243	"TCF25"	"TCF25"	chr16	+	89904117	89905096	89904117	89904205	89906193	89906284
1244	"TCF25"	"TCF25"	chr16	+	89908965	89909107	89908965	89909083	89910590	89910663
1245	"ARPP21"	"ARPP21"	chr3	+	35717297	35717361	35717297	35717357	35721604	35721834
1246	"ARPP21"	"ARPP21"	chr3	+	35721604	35721837	35721604	35721834	35729302	35729536
1247	"ELP4"	"ELP4"	chr11	+	31594769	31594905	31594769	31594901	31603767	31603907
1248	"ZNF131"	"ZNF131"	chr5	+	43161248	43161613	43161248	43161606	43161708	43161931
1249	"CLK3"	"CLK3"	chr15	+	74620008	74622216	74620008	74620225	74622493	74622560
1250	"MPP2"	"MPP2"	chr17	-	43898243	43898380	43898261	43898380	43883202	43883355
1251	"MPP2"	"MPP2"	chr17	-	43898243	43898380	43898279	43898380	43883202	43883355
1252	"MPP2"	"MPP2"	chr17	-	43898261	43898380	43898279	43898380	43883202	43883355
1253	"RPUSD4"	"RPUSD4"	chr11	-	126209490	126209722	126209520	126209722	126205687	126205781
1254	"HERPUD1"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56942131	56942237
1255	"CCDC38"	"CCDC38"	chr12	-	95872254	95872460	95872361	95872460	95869479	95869573
1256	"ANKRD23"	"ANKRD23"	chr2	-	96840786	96840912	96840826	96840912	96840415	96840514
1257	"TM9SF1"	"TM9SF1"	chr14	-	24195345	24195687	24195549	24195687	24194674	24195036
1258	"SPDYE4"	"SPDYE4"	chr17	-	8758268	8758559	8758273	8758559	8757261	8757492
1259	"LILRB2"	"LILRB2"	chr19	-	250985	251040	251002	251040	250689	250742
1260	"LILRB2"	"LILRB2"	chr19	-	251214	251269	251231	251269	250918	250971
1261	"LILRB2"	"LILRB2"	chr19	-	251228	251283	251245	251283	250932	250985
1262	"LILRB2"	"LILRB2"	chr19	-	251240	251295	251257	251295	250944	250997
1263	"LILRB2"	"LILRB2"	chr19	-	54276246	54276301	54276263	54276301	54275950	54276003
1264	"MEF2C-AS1"	"MEF2C-AS1"	chr5	+	88903937	88904203	88903937	88904160	88905208	88905270
1265	"RUFY4"	"RUFY4"	chr2	+	218073815	218073945	218073815	218073885	218075092	218075740
1266	"NUCB2"	"NUCB2"	chr11	+	17276740	17276848	17276740	17276828	17282788	17282943
1267	"NUCB2"	"NUCB2"	chr11	+	17286633	17286717	17286633	17286713	17291239	17291365
1268	"NUCB2"	"NUCB2"	chr11	+	17286633	17286717	17286633	17286713	17295323	17295467
1269	"AP1S3"	"AP1S3"	chr2	-	223777688	223777869	223777690	223777869	223775900	223776009
1270	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71202034	71202131	71202034	71202056	71202347	71202422
1271	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71202034	71202131	71202034	71202056	71203017	71203093
1272	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71237129	71237386	71237129	71237195	71368054	71368088
1273	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71237129	71237386	71237129	71237195	71401722	71401879
1274	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71486397	71486534	71486397	71486513	71487990	71488148
1275	"ZRANB2-AS2"	"ZRANB2-AS2"	chr1	+	71487990	71488148	71487990	71488047	71489707	71489976
1276	"TM7SF2"	"TM7SF2"	chr11	+	65112810	65112894	65112810	65112865	65113219	65113414
1277	"TM7SF2"	"TM7SF2"	chr11	+	65112810	65113414	65112810	65112865	65113490	65113594
1278	"SERF2"	"SERF2"	chr15	+	43792367	43792611	43792367	43792578	43792974	43793083
1279	"EXOG"	"EXOG"	chr3	+	38497628	38497778	38497628	38497689	38498766	38498836
1280	"EXOG"	"EXOG"	chr3	+	38497628	38497778	38497628	38497684	38498925	38498989
1281	"EXOG"	"EXOG"	chr3	+	38497628	38497778	38497628	38497684	38500089	38500164
1282	"EXOG"	"EXOG"	chr3	+	38497628	38497778	38497628	38497684	38501354	38501494
1283	"MTRR"	"MTRR"	chr5	+	7869103	7869215	7869103	7869189	7870769	7870923
1284	"MTRR"	"MTRR"	chr5	+	7873372	7873526	7873372	7873512	7875257	7875375
1285	"NDRG4"	"NDRG4"	chr16	+	58503797	58503957	58503797	58503903	58504153	58504274
1286	"PDLIM2"	"PDLIM2"	chr8	+	22579129	22579527	22579129	22579209	22580602	22580697
1287	"ARHGAP9"	"ARHGAP9"	chr12	-	57475775	57475931	57475832	57475931	57475482	57475615
1288	"SDCCAG3"	"SDCCAG3"	chr9	-	136405090	136405202	136405117	136405202	136404630	136404693
1289	"PTK2"	"PTK2"	chr8	-	140675429	140675499	140675459	140675499	140674297	140674404
1290	"PTK2"	"PTK2"	chr8	-	140925561	140925749	140925660	140925749	140890542	140890769
1291	"DEF8"	"DEF8"	chr16	+	89949416	89949638	89949416	89949513	89954242	89954376
1292	"DEF8"	"DEF8"	chr16	+	89950066	89950328	89950066	89950306	89954242	89954376
1293	"GAPVD1"	"GAPVD1"	chr9	+	125321432	125321562	125321432	125321499	125323797	125323923
1294	"GAPVD1"	"GAPVD1"	chr9	+	125321432	125321562	125321432	125321499	125326415	125326589
1295	"GAPVD1"	"GAPVD1"	chr9	+	125331925	125332060	125331925	125332017	125332509	125332629
1296	"GAPVD1"	"GAPVD1"	chr9	+	125346818	125346995	125346818	125346941	125349389	125349519
1297	"COPS6"	"COPS6"	chr7	+	100091237	100091330	100091237	100091307	100091419	100091520
1298	"RSPH10B2"	"RSPH10B2"	chr7	+	6763927	6764101	6763927	6764084	6766756	6766877
1299	"RSPH10B2"	"RSPH10B2"	chr7	+	6781327	6781574	6781327	6781476	6785948	6786056
1300	"ACTR10"	"ACTR10"	chr14	+	58211291	58211410	58211291	58211392	58213640	58213698
1301	"ZNF707"	"ZNF707"	chr8	+	168119	168279	168119	168246	168646	168760
1302	"ZNF707"	"ZNF707"	chr8	+	143691072	143691232	143691072	143691199	143691599	143691713
1303	"PUS10"	"PUS10"	chr2	-	61017144	61017193	61017148	61017193	61011764	61011905
1304	"BIRC2"	"BIRC2"	chr11	+	102348597	102348764	102348597	102348719	102350345	102350565
1305	"ZNF606"	"ZNF606"	chr19	-	58002395	58002819	58002779	58002819	58001288	58001370
1306	"LCN6"	"LCN6"	chr9	-	136745612	136745851	136745633	136745851	136745169	136745280
1307	"GTF2A1L"	"GTF2A1L"	chr2	+	48621166	48621304	48621166	48621290	48642401	48642457
1308	"GTF2A1L"	"GTF2A1L"	chr2	+	48621166	48621317	48621166	48621290	48642401	48642457
1309	"GTF2A1L"	"GTF2A1L"	chr2	+	48621166	48621317	48621166	48621304	48642401	48642457
1310	"RNF145"	"RNF145"	chr5	-	159168872	159169055	159168991	159169055	159162931	159163079
1311	"KIF12"	"KIF12"	chr9	-	114097518	114097741	114097606	114097741	114097300	114097436
1312	"NDUFS7"	"NDUFS7"	chr19	+	1388524	1388938	1388524	1388593	1390870	1391050
1313	"MUS81"	"MUS81"	chr11	+	65863803	65864088	65863803	65863901	65864496	65864613
1314	"MUS81"	"MUS81"	chr11	+	65864719	65865145	65864719	65864815	65865219	65865323
1315	"WWC1"	"WWC1"	chr5	+	168441681	168441849	168441681	168441834	168444493	168444585
1316	"NLRP1"	"NLRP1"	chr17	-	5533291	5533384	5533303	5533384	5532821	5532984
1317	"CBLB"	"CBLB"	chr3	-	105868911	105869422	105869336	105869422	105867409	105867591
1318	"ADAM19"	"ADAM19"	chr5	-	157513423	157513505	157513433	157513505	157509300	157509467
1319	"CACNA1F"	"CACNA1F"	chrX	-	49226936	49227127	49226969	49227127	49226609	49226702
1320	"ZFP62"	"ZFP62"	chr5	-	180861214	180861276	180861218	180861276	180851987	180852060
1321	"DRG2"	"DRG2"	chr17	+	18093812	18093973	18093812	18093968	18098269	18098359
1322	"DRG2"	"DRG2"	chr17	+	18099016	18099093	18099016	18099077	18099632	18100435
1323	"DRG2"	"DRG2"	chr17	+	18099632	18099723	18099632	18099715	18100362	18100435
1324	"METTL14"	"METTL14"	chr4	+	118689369	118689457	118689369	118689404	118691531	118691612
1325	"ZNF341"	"ZNF341"	chr20	+	33757147	33757343	33757147	33757322	33758715	33758806
1326	"CCHCR1"	"CCHCR1"	chr6	-	2402646	2402806	2402704	2402806	2401276	2401428
1327	"CCHCR1"	"CCHCR1"	chr6	-	2403950	2404110	2404008	2404110	2402583	2402735
1328	"CCHCR1"	"CCHCR1"	chr6	-	2455143	2455303	2455201	2455303	2453776	2453928
1329	"CCHCR1"	"CCHCR1"	chr6	-	2488756	2488916	2488814	2488916	2487389	2487541
1330	"CCHCR1"	"CCHCR1"	chr6	-	2627059	2627219	2627117	2627219	2625692	2625844
1331	"CCHCR1"	"CCHCR1"	chr6	-	31144628	31144788	31144686	31144788	31143261	31143413
1332	"CCHCR1"	"CCHCR1"	chr6	-	31157357	31157500	31157384	31157500	31157022	31157089
1333	"CCHCR1"	"CCHCR1"	chr6	-	31158166	31158194	31158170	31158194	31157022	31157089
1334	"TRIM67"	"TRIM67"	chr1	+	231201357	231201517	231201357	231201511	231203866	231204012
1335	"LINC00892"	"LINC00892"	chrX	+	136640773	136640873	136640773	136640840	136642102	136642426
1336	"PHKA2"	"PHKA2"	chrX	-	18902791	18902910	18902817	18902910	18901484	18901603
1337	"POLE3"	"POLE3"	chr9	-	113409609	113410140	113410054	113410140	113407234	113408983
1338	"RAB7A"	"RAB7A"	chr3	+	128806371	128806590	128806371	128806449	128807542	128807671
1339	"CHRNA2"	"CHRNA2"	chr8	-	27469760	27469981	27469805	27469981	27469334	27469379
1340	"SPINK5"	"SPINK5"	chr5	+	148065346	148065475	148065346	148065372	148070322	148070450
1341	"ACO2"	"ACO2"	chr22	+	41515766	41515992	41515766	41515917	41517526	41517631
1342	"TP53I3"	"TP53I3"	chr2	-	24082884	24083152	24083000	24083152	24080818	24081031
1343	"PTK2B"	"PTK2B"	chr8	+	27433434	27433552	27433434	27433513	27434092	27434132
1344	"PLXNB2"	"PLXNB2"	chr22	-	50294718	50294778	50294725	50294778	50289516	50290597
1345	"VIPR1-AS1"	"VIPR1-AS1"	chr3	-	42528548	42528658	42528602	42528658	42521476	42521577
1346	"TUSC2"	"TUSC2"	chr3	-	50327027	50327219	50327037	50327219	50326356	50326477
1347	"SCN8A"	"SCN8A"	chr12	+	51721545	51721941	51721545	51721908	51745902	51746035
1348	"ASNSD1"	"ASNSD1"	chr2	+	189666040	189667596	189666040	189666153	189667763	189667945
1349	"RP11-696N14.1"	"RP11-696N14.1"	chr4	+	99204356	99204431	99204356	99204427	99286794	99287033
1350	"FAM81A"	"FAM81A"	chr15	+	59458549	59458646	59458549	59458617	59459932	59460206
1351	"BTBD10"	"BTBD10"	chr11	-	13417157	13417260	13417246	13417260	13413529	13413650
1352	"SAMD4A"	"SAMD4A"	chr14	+	54784339	54784447	54784339	54784381	54784536	54784620
1353	"WDR83"	"WDR83"	chr19	+	12669976	12670097	12669976	12670080	12670179	12670285
1354	"RP11-883G14.1"	"RP11-883G14.1"	chr16	+	50884481	50884747	50884481	50884741	50893660	50893862
1355	"CLTC"	"CLTC"	chr17	+	59644275	59644495	59644275	59644483	59647397	59647666
1356	"ABCB8"	"ABCB8"	chr7	+	151040497	151040644	151040497	151040634	151040827	151040922
1357	"RPS6KA4"	"RPS6KA4"	chr11	+	64359377	64359449	64359377	64359403	64360162	64360381
1358	"PUDP"	"PUDP"	chrX	-	7105619	7105838	7105748	7105838	7077219	7077449
1359	"PHRF1"	"PHRF1"	chr11	+	111166	111281	111166	111272	111639	111756
1360	"PHRF1"	"PHRF1"	chr11	+	581491	581606	581491	581597	581964	582081
1361	"ZMYM5"	"ZMYM5"	chr13	-	19851354	19852190	19851688	19852190	19835476	19835689
1362	"ZMYM5"	"ZMYM5"	chr13	-	19851354	19852190	19851688	19852190	19838699	19838985
1363	"MYO7A"	"MYO7A"	chr11	+	77208696	77209356	77208696	77208803	77211151	77211337
1364	"MYO7A"	"MYO7A"	chr11	+	77211820	77211937	77211820	77211931	77212951	77213035
1365	"PCBP2"	"PCBP2"	chr12	+	53460330	53460686	53460330	53460425	53461014	53461143
1366	"LMBR1"	"LMBR1"	chr7	-	156833738	156833792	156833752	156833792	156826604	156826744
1367	"LMBR1"	"LMBR1"	chr7	-	156836808	156836885	156836812	156836885	156833752	156833792
1368	"GCDH"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891486	12891522
1369	"GCDH"	"GCDH"	chr19	+	12891486	12891660	12891486	12891522	12891830	12891974
1370	"ABCA5"	"ABCA5"	chr17	-	69273942	69274128	69273958	69274128	69271161	69271289
1371	"ARHGAP26"	"ARHGAP26"	chr5	+	143207197	143207473	143207197	143207308	143213996	143214088
1372	"CIZ1"	"CIZ1"	chr9	-	128169051	128169201	128169075	128169201	128167094	128167164
1373	"CIZ1"	"CIZ1"	chr9	-	128179072	128179415	128179372	128179415	128170019	128170035
1374	"CIZ1"	"CIZ1"	chr9	-	128178988	128179415	128179072	128179415	128178708	128178904
1375	"CIZ1"	"CIZ1"	chr9	-	128178988	128179415	128179243	128179415	128178708	128178904
1376	"CIZ1"	"CIZ1"	chr9	-	128179072	128179415	128179243	128179415	128178708	128178904
1377	"PREX1"	"PREX1"	chr20	-	48632276	48632639	48632495	48632639	48630727	48630794
1378	"DCUN1D4"	"DCUN1D4"	chr4	+	51886567	51887244	51886567	51886638	51891759	51891851
1379	"LINC01198"	"LINC01198"	chr13	-	46460944	46461170	46460989	46461170	46457839	46457913
1380	"LINC01198"	"LINC01198"	chr13	-	46464674	46464819	46464740	46464819	46460944	46461170
1381	"ZDHHC3"	"ZDHHC3"	chr3	-	44959126	44959460	44959130	44959460	44958587	44958685
1382	"RSPH10B"	"RSPH10B"	chr7	-	5943225	5943472	5943323	5943472	5938721	5938829
1383	"RSPH10B"	"RSPH10B"	chr7	-	5960690	5960864	5960707	5960864	5957906	5958027
1384	"RSPH10B"	"RSPH10B"	chr7	-	5970282	5970683	5970617	5970683	5967317	5967437
1385	"NUB1"	"NUB1"	chr7	+	151374096	151374243	151374096	151374201	151375847	151375943
1386	"CNN1"	"CNN1"	chr19	+	11539294	11539569	11539294	11539560	11541075	11541197
1387	"ATG16L1"	"ATG16L1"	chr2	+	233272965	233273777	233272965	233273052	233274675	233274778
1388	"AASS"	"AASS"	chr7	-	122098744	122098866	122098748	122098866	122098449	122098576
1389	"VPS50"	"VPS50"	chr7	+	93239865	93239950	93239865	93239934	93252652	93252775
1390	"VPS50"	"VPS50"	chr7	+	93239865	93239950	93239865	93239934	93253859	93253931
1391	"VPS50"	"VPS50"	chr7	+	93296741	93296959	93296741	93296836	93297144	93297243
1392	"MAGED4"	"MAGED4"	chrX	+	52191430	52191873	52191430	52191861	52192056	52192268
1393	"ENGASE"	"ENGASE"	chr17	+	79081897	79082877	79081897	79082063	79083019	79083123
1394	"KCNMB2-AS1"	"KCNMB2-AS1"	chr3	-	178749045	178749236	178749109	178749236	178748403	178748485
1395	"SUGP1"	"SUGP1"	chr19	-	19316246	19316593	19316421	19316593	19310096	19310200
1396	"SH3D19"	"SH3D19"	chr4	-	151176524	151176687	151176533	151176687	151174669	151175674
1397	"MRPL38"	"MRPL38"	chr17	-	75904221	75904719	75904225	75904719	75902019	75902154
1398	"MRPL38"	"MRPL38"	chr17	-	75904221	75904719	75904539	75904719	75902019	75902154
1399	"MRPL38"	"MRPL38"	chr17	-	75904225	75904719	75904539	75904719	75902019	75902154
1400	"SSFA2"	"SSFA2"	chr2	+	181915215	181917005	181915215	181916427	181918597	181918675
1401	"TRAF3IP3"	"TRAF3IP3"	chr1	+	209759981	209760384	209759981	209760324	209762514	209762662
1402	"RREB1"	"RREB1"	chr6	+	7181123	7181289	7181123	7181246	7181869	7182082
1403	"RREB1"	"RREB1"	chr6	+	7181123	7182082	7181123	7181246	7187433	7187523
1404	"TAX1BP1"	"TAX1BP1"	chr7	+	27816348	27816520	27816348	27816394	27816889	27817038
1405	"TAX1BP1"	"TAX1BP1"	chr7	+	27816348	27816520	27816348	27816394	27827737	27827820
1406	"CDK7"	"CDK7"	chr5	+	37783	37851	37783	37849	38641	38710
1407	"CDK7"	"CDK7"	chr5	+	69254601	69254669	69254601	69254667	69255459	69255528
1408	"GPAT2"	"GPAT2"	chr2	-	96034816	96034920	96034852	96034920	96032296	96032419
1409	"LGI4"	"LGI4"	chr19	-	35131788	35131860	35131790	35131860	35131385	35131555
1410	"CRABP1"	"CRABP1"	chr15	+	78341042	78341336	78341042	78341221	78343498	78343612
1411	"NLN"	"NLN"	chr5	+	65792453	65792655	65792453	65792601	65809514	65809701
1412	"TMEM87A"	"TMEM87A"	chr15	-	42272888	42273078	42272962	42273078	42272062	42272123
1413	"IDH3B"	"IDH3B"	chr20	-	2658637	2658837	2658758	2658837	2658394	2658522
1414	"IDH3B"	"IDH3B"	chr20	-	2659698	2660176	2660029	2660176	2659524	2659585
1415	"IDH3B"	"IDH3B"	chr20	-	2659698	2660176	2660067	2660176	2659524	2659585
1416	"IDH3B"	"IDH3B"	chr20	-	2660029	2660176	2660067	2660176	2659524	2659585
1417	"IDH3B"	"IDH3B"	chr20	-	2660029	2660176	2660067	2660176	2659698	2659793
1418	"IDH3B"	"IDH3B"	chr20	-	2660456	2660829	2660696	2660829	2660262	2660365
1419	"POP5"	"POP5"	chr12	-	120580995	120581257	120581114	120581257	120579513	120579597
1420	"POP5"	"POP5"	chr12	-	120580995	120581257	120581114	120581257	120579773	120579923
1421	"PHC2"	"PHC2"	chr1	-	33334089	33334292	33334184	33334292	33332274	33332404
1422	"PHC2"	"PHC2"	chr1	-	33354837	33355253	33354840	33355253	33354400	33354566
1423	"POLR2E"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1091791	1091907
1424	"PCSK4"	"PCSK4"	chr19	-	1482352	1482475	1482401	1482475	1481427	1482207
1425	"DDX47"	"DDX47"	chr12	+	12813345	12813516	12813345	12813454	12814130	12814224
1426	"DDX47"	"DDX47"	chr12	+	12823202	12824016	12823202	12823319	12824539	12824677
1427	"SPIDR"	"SPIDR"	chr8	+	47279861	47280017	47279861	47279980	47284027	47284094
1428	"PNPO"	"PNPO"	chr17	+	47941570	47942051	47941570	47941813	47943305	47943430
1429	"TTN-AS1"	"TTN-AS1"	chr2	+	178760939	178761026	178760939	178761014	178764185	178764368
1430	"ENPP3"	"ENPP3"	chr6	+	131674161	131674410	131674161	131674281	131675079	131675189
1431	"BCL9"	"BCL9"	chr1	+	147612882	147613199	147612882	147612977	147614426	147614616
1432	"KIAA0196"	"KIAA0196"	chr8	-	125083712	125084022	125083834	125084022	125083112	125083258
1433	"SLC17A9"	"SLC17A9"	chr20	+	62962623	62962754	62962623	62962734	62963272	62963369
1434	"SLC17A9"	"SLC17A9"	chr20	+	62963583	62964022	62963583	62963680	62964227	62964315
1435	"NCBP2"	"NCBP2"	chr3	-	196939250	196939432	196939392	196939432	196937509	196937631
1436	"SNX14"	"SNX14"	chr6	-	85547111	85547226	85547115	85547226	85543604	85543760
1437	"CUL7"	"CUL7"	chr6	-	43052112	43052796	43052208	43052796	43051611	43051763
1438	"PSTPIP1"	"PSTPIP1"	chr15	+	77028553	77028652	77028553	77028643	77029528	77029574
1439	"PSTPIP1"	"PSTPIP1"	chr15	+	77032297	77032428	77032297	77032394	77032861	77032952
1440	"ETV7"	"ETV7"	chr6	-	36375829	36376035	36375870	36376035	36373452	36373578
1441	"OSBPL1A"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24341546	24341658
1442	"OSBPL1A"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24366891	24366966
1443	"OSBPL1A"	"OSBPL1A"	chr18	-	24397572	24397788	24397654	24397788	24377412	24377535
1444	"FMNL1"	"FMNL1"	chr17	+	45232366	45232480	45232366	45232450	45233223	45233297
1445	"LINC01471"	"LINC01471"	chr3	-	127537644	127537778	127537672	127537778	127535185	127535463
1446	"HDAC3"	"HDAC3"	chr5	-	141628113	141628639	141628558	141628639	141627892	141627957
1447	"HAX1"	"HAX1"	chr1	+	154273335	154273598	154273335	154273534	154273773	154273961
1448	"HAX1"	"HAX1"	chr1	+	154273335	154273598	154273335	154273534	154274949	154275001
1449	"HAX1"	"HAX1"	chr1	+	154273335	154273961	154273335	154273534	154274949	154275001
1450	"HAX1"	"HAX1"	chr1	+	154273335	154273961	154273335	154273598	154274949	154275001
1451	"EPSTI1"	"EPSTI1"	chr13	-	42926335	42926429	42926390	42926429	42917540	42917624
1452	"CASP7"	"CASP7"	chr10	+	113725361	113725537	113725361	113725429	113725816	113725890
1453	"CASP7"	"CASP7"	chr10	+	113725361	113725537	113725361	113725429	113726304	113726434
1454	"DNAH17"	"DNAH17"	chr17	-	78501741	78501873	78501747	78501873	78501183	78501344
1455	"DNAH17"	"DNAH17"	chr17	-	78539736	78539880	78539745	78539880	78537298	78537481
1456	"HN1L"	"HN1L"	chr16	+	1680336	1680587	1680336	1680498	1685438	1685587
1457	"HN1L"	"HN1L"	chr16	+	1683508	1683620	1683508	1683592	1685438	1685587
1458	"MERTK"	"MERTK"	chr2	+	111929119	111929540	111929119	111929304	111944959	111945060
1459	"EHBP1L1"	"EHBP1L1"	chr11	+	65581538	65583765	65581538	65582016	65584240	65584398
1460	"MYOT"	"MYOT"	chr5	+	137870440	137871007	137870440	137870525	137875828	137876003
1461	"ZFYVE19"	"ZFYVE19"	chr15	+	40807088	40807868	40807088	40807671	40809118	40809240
1462	"RASSF8"	"RASSF8"	chr12	+	26052563	26052996	26052563	26052602	26055235	26055446
1463	"DOK7"	"DOK7"	chr4	+	3476341	3476542	3476341	3476531	3485538	3485658
1464	"TIMELESS"	"TIMELESS"	chr12	-	56423583	56423707	56423624	56423707	56423273	56423475
1465	"SDHC"	"SDHC"	chr1	+	161314380	161314874	161314380	161314425	161323613	161323670
1466	"PYCR1"	"PYCR1"	chr17	-	81937179	81937239	81937192	81937239	81936747	81936861
1467	"EPS8"	"EPS8"	chr12	-	15684168	15684302	15684196	15684302	15682892	15682972
1468	"SERPINB12"	"SERPINB12"	chr18	+	63558351	63558486	63558351	63558426	63559577	63559718
1469	"CLDN12"	"CLDN12"	chr7	+	90405518	90405612	90405518	90405608	90412643	90415954
1470	"ZNF276"	"ZNF276"	chr16	+	89727278	89727357	89727278	89727325	89729234	89729318
1471	"TXNRD2"	"TXNRD2"	chr22	-	19877039	19877234	19877108	19877234	19875521	19875807
1472	"PIH1D3"	"PIH1D3"	chrX	+	107207147	107207426	107207147	107207422	107212872	107213028
1473	"FAM153B"	"FAM153B"	chr5	+	176087111	176087255	176087111	176087205	176089462	176089521
1474	"FAM153B"	"FAM153B"	chr5	+	176123996	176124120	176123996	176124105	176124262	176124432
1475	"NR1H2"	"NR1H2"	chr19	+	50378148	50378439	50378148	50378312	50378521	50378796
1476	"ZNF135"	"ZNF135"	chr19	+	58059968	58060398	58059968	58060035	58061579	58061706
1477	"GEMIN2"	"GEMIN2"	chr14	+	39114305	39114475	39114305	39114395	39114828	39114913
1478	"SPATA6"	"SPATA6"	chr1	-	48355669	48355769	48355717	48355769	48305786	48305878
1479	"PLP1"	"PLP1"	chrX	+	103786464	103786726	103786464	103786621	103787797	103787966
1480	"KIFC3"	"KIFC3"	chr16	-	57761314	57761536	57761412	57761536	57761041	57761171
1481	"RP11-23J9.4"	"RP11-23J9.4"	chr9	+	97323780	97323938	97323780	97323903	97325018	97325192
1482	"ADAM22"	"ADAM22"	chr7	+	88178934	88179129	88178934	88179042	88181504	88181605
1483	"MCU"	"MCU"	chr10	+	72834358	72834432	72834358	72834428	72859176	72859347
1484	"IRF2BP2"	"IRF2BP2"	chr1	-	234608446	234609525	234608494	234609525	234604268	234607852
1485	"SLC7A6"	"SLC7A6"	chr16	+	68274690	68275249	68274690	68274876	68287745	68287871
1486	"SERPINA5"	"SERPINA5"	chr14	+	94581614	94581710	94581614	94581638	94587345	94587981
1487	"NAGK"	"NAGK"	chr2	+	71075554	71075642	71075554	71075610	71076603	71076701
1488	"PTGDS"	"PTGDS"	chr9	+	136979222	136979401	136979222	136979299	136979945	136980062
1489	"ANAPC15"	"ANAPC15"	chr11	-	72111411	72111496	72111441	72111496	72111156	72111281
1490	"ANAPC15"	"ANAPC15"	chr11	-	72111411	72111496	72111441	72111496	72111156	72111286
1491	"ANAPC15"	"ANAPC15"	chr11	-	72112649	72112780	72112733	72112780	72111411	72111496
1492	"MKRN2"	"MKRN2"	chr3	+	12568874	12569003	12568874	12568997	12570070	12570252
1493	"FSD1"	"FSD1"	chr19	+	4322985	4323237	4322985	4323146	4323347	4323436
1494	"AC074212.6"	"AC074212.6"	chr19	+	45771589	45771684	45771589	45771675	45772305	45772504
1495	"AC072062.3"	"AC072062.3"	chr2	+	215029207	215029384	215029207	215029379	215030152	215030249
1496	"UBTF"	"UBTF"	chr17	-	44207698	44207770	44207702	44207770	44207453	44207597
1497	"HFE2"	"HFE2"	chr1	-	146019174	146019734	146019697	146019734	146017467	146018700
1498	"COG4"	"COG4"	chr16	-	70519648	70519731	70519676	70519731	70517625	70517740
1499	"MRPL55"	"MRPL55"	chr1	-	228108234	228108318	228108244	228108318	228107667	228107869
1500	"MRPL55"	"MRPL55"	chr1	-	228109148	228109299	228109260	228109299	228107667	228107869
1501	"MRPL55"	"MRPL55"	chr1	-	228108436	228108508	228108440	228108508	228108234	228108318
1502	"MRPL55"	"MRPL55"	chr1	-	228108436	228109021	228108954	228109021	228108234	228108318
1503	"MRPL55"	"MRPL55"	chr1	-	228109148	228109312	228109260	228109312	228108954	228109016
1504	"MRPL55"	"MRPL55"	chr1	-	228109148	228109299	228109260	228109299	228108954	228109021
1505	"SLC26A10"	"SLC26A10"	chr12	+	57625235	57625330	57625235	57625318	57625409	57625464
1506	"SSR2"	"SSR2"	chr1	-	156012384	156012565	156012394	156012565	156011809	156011887
1507	"SSR2"	"SSR2"	chr1	-	156018131	156018368	156018251	156018368	156011809	156011887
1508	"SSR2"	"SSR2"	chr1	-	156018131	156018368	156018269	156018368	156014960	156015069
