ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1136	"CLK1"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466	1136	339,191,295	39,16,47	107,80,112	21,23,26	1590	99	0.00126769528296	0.0131650883696	0.351,0.426,0.281	0.241,0.178,0.211	0.143
1139	"PAF1"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	1139	4,1,3	299,163,336	4,0,3	169,115,170	192	99	1	1.0	0.007,0.003,0.005	0.012,0.0,0.009	-0.002
1140	"PAF1"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	1140	1,1,0	249,141,265	0,0,0	143,117,116	197	99	1	1.0	0.002,0.004,0.0	0.0,0.0,0.0	0.002
1142	"EXOSC2"	"EXOSC2"	chr9	+	130697581	130698251	130697581	130697627	130698161	130698251	1142	19,7,17	176,86,188	4,9,10	113,95,108	633	99	0.268080577023	0.723965291501	0.017,0.013,0.014	0.006,0.015,0.014	0.003
1147	"SLC52A3"	"SLC52A3"	chr20	-	760079	761824	760079	761238	761700	761824	1147	34,27,38	18,10,13	38,26,35	0,1,1	561	99	1	1.0	0.25,0.323,0.34	1.0,0.821,0.861	-0.59
1148	"IGSF9"	"IGSF9"	chr1	-	159928157	159929393	159928157	159929018	159929350	159929393	1148	4,0,2	24,19,27	2,3,1	20,11,31	431	99	0.872049915226	1.0	0.037,0.0,0.017	0.022,0.059,0.007	-0.011
1149	"IGSF9"	"IGSF9"	chr1	-	159929890	159930439	159929890	159929975	159930188	159930439	1149	0,0,0	18,15,21	3,0,0	17,12,20	312	99	1	1.0	0.0,0.0,0.0	0.053,0.0,0.0	-0.018
1161	"TPM1"	"TPM1"	chr15	+	63043705	63044152	63043705	63043831	63044026	63044152	1161	59,17,21	0,0,1	12,3,12	0,0,1	294	99	1	1.0	1.0,1.0,0.876	1.0,1.0,0.802	0.025
1162	"TPM1"	"TPM1"	chr15	+	63061197	63062277	63061197	63061273	63062214	63062277	1162	178,63,107	1965,979,1502	79,50,50	1601,1323,1503	1040	99	1	1.0	0.009,0.006,0.007	0.005,0.004,0.003	0.003
1163	"PCBP4"	"PCBP4"	chr3	-	51959894	51960320	51959894	51960023	51960188	51960320	1163	5,2,1	39,12,31	1,1,1	42,22,26	264	99	0.115124345439	0.403936715421	0.046,0.059,0.012	0.009,0.017,0.014	0.026
1164	"PCBP4"	"PCBP4"	chr3	-	51960525	51960898	51960525	51960637	51960865	51960898	1164	5,3,0	4,0,2	1,0,0	1,0,1	327	99	1	1.0	0.275,1.0,0.0	0.232,NA,0.0	0.309
1165	"PCBP4"	"PCBP4"	chr3	-	51960525	51960898	51960525	51960642	51960865	51960898	1165	5,2,0	22,21,27	1,0,0	39,28,28	322	99	0.436757946783	0.972620794061	0.065,0.028,0.0	0.008,0.0,0.0	0.028
1166	"TP53"	"TP53"	chr17	-	7676381	7676622	7676381	7676403	7676520	7676622	1166	10,4,7	213,103,218	6,0,5	230,182,210	216	99	0.132575864828	0.446570642852	0.021,0.017,0.015	0.012,0.0,0.011	0.01
1169	"TRABD"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	1169	43,20,46	140,90,140	28,20,36	145,67,161	178	99	0.154759196335	0.498040726229	0.146,0.11,0.155	0.097,0.142,0.111	0.02
1171	"STX18"	"STX18"	chr4	-	4418967	4420944	4418967	4420129	4420863	4420944	1171	4,0,4	64,30,78	0,3,1	49,21,34	833	99	1	1.0	0.007,0.0,0.006	0.0,0.017,0.003	-0.002
1172	"STX18"	"STX18"	chr4	-	4457190	4457500	4457190	4457257	4457422	4457500	1172	1,0,2	51,31,46	0,3,0	34,31,30	264	99	1	1.0	0.007,0.0,0.016	0.0,0.035,0.0	-0.004
1173	"PHB2"	"PHB2"	chr12	-	6967675	6968021	6967675	6967779	6967891	6968021	1173	39,25,28	802,488,945	29,15,16	874,517,677	211	99	0.0498837129402	0.218746266529	0.022,0.023,0.014	0.015,0.013,0.011	0.007
1174	"PHB2"	"PHB2"	chr12	-	6970195	6970645	6970195	6970280	6970416	6970645	1174	19,10,19	277,187,309	9,9,5	318,258,330	235	99	0.000545048610072	0.00654420490631	0.028,0.022,0.025	0.012,0.014,0.006	0.014
1175	"PRKAG1"	"PRKAG1"	chr12	-	49004506	49005018	49004506	49004633	49004963	49005018	1175	1,0,1	236,155,264	2,3,0	196,159,164	429	99	1	1.0	0.001,0.0,0.001	0.002,0.004,0.0	-0.001
1176	"PRKAG1"	"PRKAG1"	chr12	-	49005305	49005543	49005305	49005364	49005461	49005543	1176	3,1,4	90,73,109	3,2,1	57,59,69	196	99	0.85461846355	1.0	0.017,0.007,0.018	0.026,0.017,0.007	-0.003
1177	"PRKAG1"	"PRKAG1"	chr12	-	49005305	49005543	49005305	49005391	49005461	49005543	1177	3,1,4	2,0,1	3,1,0	1,0,0	169	99	1	1.0	0.468,1.0,0.701	0.637,1.0,NA	-0.096
1178	"SPATA20"	"SPATA20"	chr17	+	50548282	50548618	50548282	50548453	50548553	50548618	1178	1,0,2	41,24,45	0,0,0	24,19,17	199	99	1	1.0	0.012,0.0,0.022	0.0,0.0,0.0	0.011
1180	"SPATA20"	"SPATA20"	chr17	+	50549984	50550312	50549984	50550115	50550207	50550312	1180	8,5,3	31,17,30	2,0,2	21,4,16	191	99	0.0285211062567	0.144161227988	0.118,0.132,0.049	0.047,0.0,0.061	0.064
1182	"SPATA20"	"SPATA20"	chr17	+	50550707	50551190	50550707	50550917	50550997	50551190	1182	2,0,3	19,16,22	1,0,1	13,7,7	179	99	1	1.0	0.055,0.0,0.07	0.041,0.0,0.073	0.004
1184	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36770977	36771424	36771473	1184	208,133,174	2,0,0	94,81,82	0,0,0	546	99	1	1.0	0.95,1.0,1.0	1.0,1.0,1.0	-0.017
1185	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36771024	36771424	36771473	1185	174,103,132	1,3,6	77,77,70	0,2,2	499	99	0.213451923227	0.623617825822	0.972,0.872,0.814	1.0,0.884,0.874	-0.033
1186	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36771193	36771424	36771473	1186	16,11,12	67,35,32	13,7,6	15,19,14	330	99	0.0957235557062	0.354815313151	0.067,0.086,0.101	0.206,0.1,0.114	-0.055
1187	"ZC3H18"	"ZC3H18"	chr16	+	88622196	88623344	88622196	88622388	88623218	88623344	1187	2,0,1	274,138,284	2,0,1	151,101,128	929	99	1	1.0	0.001,0.0,0.0	0.001,0.0,0.001	-0.0
1188	"PUS7L"	"PUS7L"	chr12	-	43754335	43755261	43754335	43754442	43755216	43755261	1188	209,127,158	0,0,0	93,95,133	1,0,0	873	99	1	1.0	1.0,1.0,1.0	0.913,1.0,1.0	0.029
1189	"HELLS"	"HELLS"	chr10	+	94592228	94592514	94592228	94592312	94592394	94592514	1189	1,0,0	35,29,44	0,0,0	24,24,26	181	99	1	1.0	0.015,0.0,0.0	0.0,0.0,0.0	0.005
1190	"FAM102A"	"FAM102A"	chr9	-	127940880	127944684	127940880	127943237	127944614	127944684	1190	2,5,5	64,42,80	6,3,6	60,34,41	1476	99	1	1.0	0.002,0.008,0.004	0.007,0.006,0.01	-0.003
1191	"CDCA3"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849413	6849564	6849858	1191	12,10,13	9,6,6	12,4,11	4,5,3	250	99	0.651196822742	1.0	0.346,0.398,0.462	0.543,0.241,0.592	-0.057
1192	"CDCA3"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849429	6849564	6849858	1192	11,7,5	93,44,98	5,2,7	124,89,87	234	99	0.0290998742644	0.146472069069	0.048,0.063,0.021	0.017,0.009,0.033	0.024
1193	"CDCA3"	"CDCA3"	chr12	-	6850466	6851009	6850466	6850596	6850832	6851009	1193	14,9,20	118,90,128	4,3,6	110,92,81	335	99	0.000428282548558	0.00535575477678	0.034,0.029,0.044	0.011,0.01,0.021	0.022
1195	"MPHOSPH8"	"MPHOSPH8"	chr13	+	19670839	19671289	19670839	19670964	19671205	19671289	1195	13,21,20	3,4,1	10,9,14	0,0,2	340	99	0.00215343645495	0.0194951486916	0.558,0.605,0.853	1.0,1.0,0.671	-0.218
1199	"SGK494"	"SGK494"	chr17	-	28611392	28611656	28611392	28611481	28611566	28611656	1199	9,11,4	1,0,2	4,3,9	2,0,0	184	99	0.661009401358	1.0	0.829,1.0,0.518	0.518,1.0,1.0	-0.057
1200	"RAB3IP"	"RAB3IP"	chr12	+	69812777	69813033	69812777	69812877	69812963	69813033	1200	2,2,0	58,44,60	1,0,0	27,31,26	185	99	1	1.0	0.018,0.024,0.0	0.019,0.0,0.0	0.008
1202	"MAGOHB"	"MAGOHB"	chr12	-	10607853	10609941	10607853	10607936	10609830	10609941	1202	34,20,30	34,19,50	9,16,10	54,54,34	1993	99	6.99314060437e-07	2.29756455856e-05	0.047,0.05,0.029	0.008,0.015,0.014	0.03
1203	"LPCAT4"	"LPCAT4"	chr15	-	34359588	34360209	34359588	34359745	34360110	34360209	1203	13,4,3	31,22,38	16,4,15	49,24,33	464	99	0.147732773749	0.481718958818	0.082,0.037,0.017	0.065,0.034,0.088	-0.017
1205	"TMEM175"	"TMEM175"	chr4	+	947708	948154	947708	947892	948115	948154	1205	9,7,5	14,8,18	10,4,4	12,7,7	322	99	0.618649061753	1.0	0.165,0.212,0.079	0.204,0.149,0.149	-0.015
1206	"TMEM175"	"TMEM175"	chr4	+	948115	948615	948115	948154	948410	948615	1206	9,6,5	1,3,2	2,1,4	1,0,0	355	99	0.000277533036057	0.00377069320417	0.715,0.358,0.411	0.358,1.0,1.0	-0.291
1207	"TMEM175"	"TMEM175"	chr4	+	948115	948615	948115	948154	948510	948615	1207	17,8,10	0,0,0	5,4,4	1,0,1	455	99	1	1.0	1.0,1.0,1.0	0.521,1.0,0.465	0.338
1213	"ABCC3"	"ABCC3"	chr17	+	50677743	50678219	50677743	50677943	50678092	50678219	1213	16,10,6	12,6,37	4,5,3	27,5,13	248	99	0.0512466239873	0.221008710131	0.347,0.4,0.061	0.056,0.285,0.084	0.128
1215	"CREB3"	"CREB3"	chr9	+	35732995	35733282	35732995	35733143	35733214	35733282	1215	4,2,7	184,80,151	1,0,0	84,99,128	170	99	0.385947268498	0.903376572767	0.013,0.014,0.026	0.007,0.0,0.0	0.015
1218	"RPL38"	"RPL38"	chr17	+	74203703	74203958	74203703	74203770	74203917	74203958	1218	157,113,160	8,5,10	108,83,141	11,9,13	246	99	0.0281443627297	0.14311661508	0.888,0.901,0.866	0.798,0.788,0.814	0.085
1219	"BID"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17740081	17740176	1219	7,0,1	2,0,1	4,1,3	0,0,0	692	99	1	1.0	0.334,NA,0.125	1.0,1.0,1.0	-0.77
1220	"DHRS1"	"DHRS1"	chr14	-	24291138	24291625	24291138	24291219	24291555	24291625	1220	26,17,40	20,7,23	16,11,14	19,25,21	435	99	0.000501959840802	0.00611034361314	0.228,0.356,0.284	0.161,0.091,0.132	0.161
1221	"DHRS1"	"DHRS1"	chr14	-	24292183	24292784	24292183	24292330	24292651	24292784	1221	25,17,24	40,11,34	26,18,8	51,39,32	420	99	0.0162418961136	0.0949809264637	0.128,0.267,0.143	0.107,0.098,0.056	0.092
1223	"TMEM33"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935262	41935466	41935529	1223	482,244,439	41,36,43	318,252,314	19,31,41	303	99	0.872371280882	1.0	0.793,0.689,0.769	0.845,0.726,0.714	-0.011
1224	"TMEM33"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935310	41935466	41935529	1224	394,186,345	17,6,8	262,199,244	13,10,14	255	99	0.0839476145011	0.324632492787	0.9,0.923,0.944	0.887,0.885,0.871	0.041
1225	"TBRG4"	"TBRG4"	chr7	-	45108826	45109287	45108826	45109083	45109222	45109287	1225	812,449,752	5,0,1	1057,871,899	4,1,1	238	99	1	1.0	0.985,1.0,0.997	0.991,0.997,0.997	-0.001
1226	"TBC1D20"	"TBC1D20"	chr20	-	441587	442043	441587	441689	441856	442043	1226	6,4,6	104,42,86	5,3,0	39,40,58	266	99	0.468812021811	1.0	0.021,0.034,0.025	0.046,0.027,0.0	0.002
1227	"EFTUD2"	"EFTUD2"	chr17	-	44853516	44854356	44853516	44853635	44854268	44854356	1227	18,8,10	122,64,120	7,8,12	101,92,123	732	99	0.239998076238	0.674982916361	0.02,0.017,0.011	0.009,0.012,0.013	0.005
1228	"EFTUD2"	"EFTUD2"	chr17	-	44859904	44860543	44859904	44860045	44860431	44860543	1228	10,2,4	270,193,280	5,0,3	252,172,207	485	99	1	1.0	0.008,0.002,0.003	0.004,0.0,0.003	0.002
1229	"NCK1"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295	1229	604,381,545	125,62,117	307,255,355	19,12,8	498	99	2.6645352591e-15	3.85185217055e-13	0.49,0.55,0.481	0.763,0.809,0.898	-0.316
1230	"OBSL1"	"OBSL1"	chr2	-	219550728	219551798	219550728	219550842	219551528	219551798	1230	4,1,0	2,1,0	5,2,3	0,2,1	785	99	1	1.0	0.201,0.112,NA	1.0,0.112,0.274	-0.305
1233	"SYNE4"	"SYNE4"	chr19	-	36005332	36006671	36005332	36005437	36006422	36006671	1233	1,5,6	5,4,5	5,0,0	0,0,0	1084	99	1	1.0	0.018,0.102,0.099	1.0,NA,NA	-0.927
1235	"RPLP1"	"RPLP1"	chr15	+	69453646	69455287	69453646	69453721	69455169	69455287	1235	93,46,130	2140,1187,2124	138,100,151	1538,1352,1585	1547	99	1	1.0	0.003,0.002,0.004	0.006,0.005,0.006	-0.003
1236	"F12"	"F12"	chr5	-	177403480	177404090	177403480	177403617	177403858	177404090	1236	20,13,13	2,1,2	48,32,57	7,1,2	340	99	0.652167871152	1.0	0.744,0.791,0.654	0.666,0.903,0.892	-0.091
1237	"F12"	"F12"	chr5	-	177403480	177404472	177403480	177404090	177404195	177404472	1237	2,0,0	0,0,2	1,0,2	6,7,7	204	99	1	1.0	1.0,NA,0.0	0.075,0.0,0.122	0.434
1238	"AMZ2"	"AMZ2"	chr17	+	68250187	68250967	68250187	68250470	68250793	68250967	1238	1,3,4	96,47,107	0,1,1	66,60,47	422	99	1	1.0	0.002,0.015,0.009	0.0,0.004,0.005	0.006
1239	"NICN1"	"NICN1"	chr3	-	49424948	49425438	49424948	49425053	49425366	49425438	1239	5,2,2	13,5,7	0,1,3	3,6,12	412	99	0.112881225173	0.399487157257	0.085,0.088,0.064	0.0,0.039,0.057	0.047
1243	"EGLN2"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551	1243	6,1,10	422,219,434	0,0,2	66,63,66	308	99	1	1.0	0.005,0.001,0.007	0.0,0.0,0.01	0.001
1245	"LZTR1"	"LZTR1"	chr22	+	20995962	20996801	20995962	20996112	20996695	20996801	1245	50,13,22	53,31,61	16,23,11	30,25,31	682	99	0.899010422835	1.0	0.12,0.057,0.05	0.072,0.118,0.049	-0.004
1246	"LZTR1"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966	1246	9,12,16	63,42,57	8,4,0	65,22,31	183	99	0.00711637435489	0.0502315955441	0.072,0.134,0.132	0.062,0.09,0.0	0.062
1247	"CNKSR1"	"CNKSR1"	chr1	+	26188233	26188503	26188233	26188307	26188441	26188503	1247	2,2,3	40,25,50	1,0,0	34,15,15	233	99	0.672412444595	1.0	0.021,0.033,0.025	0.012,0.0,0.0	0.022
1250	"DPP9"	"DPP9"	chr19	-	4684662	4685771	4684662	4684809	4685625	4685771	1250	14,17,15	60,36,38	11,5,9	52,32,48	915	99	0.026101452274	0.134950856249	0.025,0.049,0.041	0.022,0.017,0.02	0.019
1251	"PWP2"	"PWP2"	chr21	+	44120951	44122357	44120951	44121102	44122176	44122357	1251	1,0,0	498,262,381	0,0,0	115,228,95	1173	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
1253	"KAT8"	"KAT8"	chr16	+	31130455	31130900	31130455	31130606	31130745	31130900	1253	4,6,7	32,27,33	4,5,2	31,19,40	238	99	0.260971688292	0.712888648139	0.049,0.085,0.081	0.051,0.099,0.02	0.015
1254	"KAT8"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393	1254	44,16,56	1,0,0	25,25,37	0,0,0	687	99	1	1.0	0.864,1.0,1.0	1.0,1.0,1.0	-0.045
1255	"ZKSCAN1"	"ZKSCAN1"	chr7	+	100023418	100023932	100023418	100023461	100023551	100023932	1255	130,50,99	0,1,0	36,32,34	0,0,0	189	99	1	1.0	1.0,0.963,1.0	1.0,1.0,1.0	-0.012
1261	"PTCH1"	"PTCH1"	chr9	-	95449840	95453620	95449840	95449940	95453477	95453620	1261	6,1,10	14,7,12	1,2,0	3,2,2	3636	99	0.87609692251	1.0	0.012,0.004,0.022	0.009,0.027,0.0	0.001
1262	"RP11-864I4.1"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908	1262	186,116,186	6,2,7	267,220,251	10,0,0	2033	99	0.0212608213224	0.11677296088	0.602,0.739,0.564	0.565,1.0,1.0	-0.22
1263	"CEP131"	"CEP131"	chr17	-	81189596	81189975	81189596	81189843	81189914	81189975	1263	0,1,0	50,25,49	0,1,0	32,13,20	170	99	1	1.0	0.0,0.023,0.0	0.0,0.043,0.0	-0.007
1264	"PLEKHJ1"	"PLEKHJ1"	chr19	-	2235761	2235990	2235761	2235828	2235922	2235990	1264	0,1,13	194,88,177	1,1,5	105,79,83	193	99	0.544045950959	1.0	0.0,0.006,0.036	0.005,0.006,0.03	0.0
1266	"ILK"	"ILK"	chr11	+	6608693	6608967	6608693	6608790	6608883	6608967	1266	12,9,3	234,129,235	14,3,6	225,151,178	192	99	0.858425922449	1.0	0.026,0.035,0.007	0.031,0.01,0.017	0.003
1267	"ILK"	"ILK"	chr11	+	6608693	6609156	6608693	6608967	6609070	6609156	1267	7,7,5	105,48,105	2,6,3	115,82,92	202	99	0.0664409338146	0.269190061442	0.032,0.067,0.023	0.008,0.035,0.016	0.021
1268	"ILK"	"ILK"	chr11	+	6608883	6609408	6608883	6608967	6609298	6609408	1268	21,16,19	4,1,1	6,9,6	0,0,0	430	99	0.000127703735741	0.00206747009076	0.547,0.786,0.814	1.0,1.0,1.0	-0.284
1269	"WDR6"	"WDR6"	chr3	+	49011634	49014293	49011634	49014116	49014209	49014293	1269	79,36,70	28,14,14	12,11,8	40,28,42	192	99	0	0.0	0.593,0.57,0.721	0.134,0.168,0.089	0.498
1270	"RNF126"	"RNF126"	chr19	-	648881	649748	648881	648975	649678	649748	1270	73,41,82	208,141,243	15,9,19	136,98,116	802	99	6.8517962637e-08	2.81390814739e-06	0.042,0.035,0.04	0.013,0.011,0.02	0.024
1285	"CIRBP"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271139	1271467	1285	30,10,19	518,290,446	9,7,11	307,220,296	202	99	0.1103091384	0.393541190699	0.028,0.017,0.02	0.014,0.015,0.018	0.006
1286	"CIRBP"	"CIRBP"	chr19	+	1271139	1271365	1271139	1271246	1271328	1271365	1286	39,22,42	225,147,206	6,6,21	143,135,149	181	99	5.32556648437e-05	0.00100767524997	0.087,0.076,0.1	0.022,0.024,0.072	0.048
1287	"CIRBP"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271328	1271467	1287	85,43,65	7,1,6	20,14,37	0,0,0	391	99	1.73183718521e-06	5.13021277652e-05	0.755,0.916,0.733	1.0,1.0,1.0	-0.199
1289	"CIRBP"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271467	1271550	1271632	1289	44,12,37	19,11,13	9,4,12	9,12,12	182	99	0.00795349058487	0.0547503142357	0.557,0.372,0.608	0.352,0.153,0.352	0.227
1290	"CIRBP"	"CIRBP"	chr19	+	1271980	1273172	1271980	1272051	1272426	1273172	1290	88,42,86	88,65,64	28,23,20	63,44,59	474	99	9.88960918513e-06	0.000236695679437	0.173,0.119,0.219	0.085,0.098,0.066	0.087
1291	"CIRBP"	"CIRBP"	chr19	+	1271980	1274440	1271980	1272051	1274306	1274440	1291	789,481,784	18,17,26	469,407,403	8,7,14	2354	99	0.289165060264	0.753429840071	0.648,0.543,0.559	0.711,0.71,0.548	-0.073
1292	"CIRBP"	"CIRBP"	chr19	+	1274306	1274810	1274306	1274440	1274648	1274810	1292	39,30,51	12,7,12	10,9,17	13,10,6	307	99	0.00233310938277	0.0206157880424	0.512,0.58,0.578	0.199,0.225,0.477	0.256
1297	"CASKIN2"	"CASKIN2"	chr17	-	75503388	75503760	75503388	75503527	75503658	75503760	1297	17,7,13	120,54,80	5,2,2	68,36,39	230	99	0.00572910874092	0.0424431255749	0.057,0.053,0.065	0.031,0.023,0.022	0.033
1298	"TCF25"	"TCF25"	chr16	+	89904117	89905096	89904117	89904205	89904937	89905096	1298	77,61,87	371,240,393	58,32,62	236,159,182	831	99	0.327408815896	0.811584138235	0.024,0.029,0.026	0.028,0.023,0.039	-0.004
1299	"HSP90B1"	"HSP90B1"	chr12	+	103942526	103943319	103942526	103942796	103943073	103943319	1299	0,5,0	1065,571,1046	0,0,0	1001,786,1029	376	99	1	1.0	0.0,0.002,0.0	0.0,0.0,0.0	0.001
1301	"ZNF131"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161606	43161708	43161931	1301	37,27,34	206,107,153	42,27,24	47,34,47	201	99	1.9033971066e-09	1.07756260362e-07	0.081,0.111,0.099	0.306,0.281,0.201	-0.166
1302	"ZNF131"	"ZNF131"	chr5	+	43161248	43161931	43161248	43161613	43161708	43161931	1302	28,24,30	28,4,28	42,25,22	13,9,6	194	99	0.13197667824	0.445344271857	0.338,0.754,0.353	0.622,0.586,0.652	-0.138
1304	"CLK3"	"CLK3"	chr15	+	74620008	74622216	74620008	74620225	74622119	74622216	1304	65,21,48	49,27,60	27,16,15	53,32,37	1993	99	0.00051736378522	0.0062601800641	0.062,0.037,0.038	0.025,0.024,0.02	0.023
1305	"CLK3"	"CLK3"	chr15	+	74622119	74622560	74622119	74622216	74622493	74622560	1305	1,0,4	45,15,35	9,2,2	30,23,23	376	99	0.0123974416392	0.07665436925	0.006,0.0,0.029	0.073,0.022,0.022	-0.027
1307	"HERPUD1"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56940176	56940245	1307	377,193,366	1,0,0	122,120,136	0,0,0	187	99	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
1308	"MEGF6"	"MEGF6"	chr1	-	3494370	3494741	3494370	3494499	3494612	3494741	1308	1,2,0	3,2,4	1,0,4	19,14,18	212	99	0.696340965734	1.0	0.135,0.318,0.0	0.024,0.0,0.094	0.112
1310	"EPC1"	"EPC1"	chr10	-	32291162	32292644	32291162	32291322	32292495	32292644	1310	1,2,1	38,16,23	0,1,0	14,11,12	1272	99	1	1.0	0.002,0.01,0.003	0.0,0.007,0.0	0.003
1321	"LZTFL1"	"LZTFL1"	chr3	-	45834237	45835784	45834237	45834298	45835589	45835784	1321	1,2,2	67,42,84	0,0,0	27,24,7	1390	99	1	1.0	0.001,0.003,0.002	0.0,0.0,0.0	0.002
1328	"TM7SF2"	"TM7SF2"	chr11	+	65112810	65113414	65112810	65112865	65113219	65113414	1328	2,0,2	2,0,1	8,5,6	2,0,0	453	99	1	1.0	0.179,NA,0.304	0.466,1.0,1.0	-0.581
1330	"TM7SF2"	"TM7SF2"	chr11	+	65114712	65115081	65114712	65114832	65114912	65115081	1330	1,3,4	14,4,8	1,2,0	9,3,2	179	99	0.0786476542396	0.309284681634	0.038,0.293,0.217	0.058,0.269,0.0	0.074
1331	"TM7SF2"	"TM7SF2"	chr11	+	65114912	65115598	65114912	65115081	65115475	65115598	1331	7,1,4	0,0,2	3,7,6	0,0,0	493	99	0.508813263686	1.0	1.0,1.0,0.287	1.0,1.0,1.0	-0.238
1332	"APBA3"	"APBA3"	chr19	-	3751188	3751553	3751188	3751329	3751433	3751553	1332	2,0,0	24,11,39	0,0,0	12,15,11	203	99	1	1.0	0.039,0.0,0.0	0.0,0.0,0.0	0.013
1333	"SETD5"	"SETD5"	chr3	+	9474448	9475156	9474448	9474582	9475067	9475156	1333	17,6,9	195,107,151	9,6,3	70,47,52	584	99	0.369738872933	0.880841322861	0.015,0.009,0.01	0.021,0.021,0.01	-0.006
1336	"NDRG4"	"NDRG4"	chr16	+	58503797	58504274	58503797	58503903	58504153	58504274	1336	1,2,1	0,0,0	2,0,0	2,0,0	349	99	1	1.0	1.0,1.0,1.0	0.221,NA,NA	0.779
1338	"NDRG4"	"NDRG4"	chr16	+	58507807	58507999	58507807	58507864	58507947	58507999	1338	8,3,7	0,0,0	8,1,2	1,0,1	182	99	1	1.0	1.0,1.0,1.0	0.813,1.0,0.521	0.222
1339	"NDRG4"	"NDRG4"	chr16	+	58508961	58509189	58508961	58509009	58509153	58509189	1339	2,4,10	0,0,0	2,6,3	0,0,3	243	99	0.16078566102	0.511063657807	1.0,1.0,1.0	1.0,1.0,0.289	0.237
1342	"ARHGAP9"	"ARHGAP9"	chr12	-	57476589	57476963	57476589	57476651	57476870	57476963	1342	1,0,0	3,0,1	0,0,0	0,0,1	318	99	1	1.0	0.094,NA,0.0	NA,NA,0.0	0.047
1344	"SCN2A"	"SCN2A"	chr2	+	165370125	165373347	165370125	165370299	165373224	165373347	1344	3,0,0	1,0,1	2,0,0	0,0,3	3024	99	1	1.0	0.089,NA,0.0	1.0,NA,0.0	-0.456
1346	"DEF8"	"DEF8"	chr16	+	89964220	89964575	89964220	89964310	89964465	89964575	1346	3,2,4	54,32,50	0,5,3	22,14,18	254	99	0.274450988868	0.732665327064	0.021,0.024,0.03	0.0,0.122,0.061	-0.036
1348	"COPS6"	"COPS6"	chr7	+	100090591	100091152	100090591	100090654	100091037	100091152	1348	9,7,7	2,2,1	2,1,1	4,1,0	482	99	0.0142716136686	0.0856770960105	0.48,0.418,0.59	0.093,0.17,1.0	0.075
1373	"NPM2"	"NPM2"	chr8	+	22024723	22025306	22024723	22024830	22025215	22025306	1373	20,9,13	0,0,1	12,4,3	0,0,0	484	99	1	1.0	1.0,1.0,0.727	1.0,1.0,1.0	-0.091
1375	"ACTR10"	"ACTR10"	chr14	+	58223621	58223856	58223621	58223701	58223782	58223856	1375	0,0,2	145,86,133	1,0,0	88,67,83	180	99	1	1.0	0.0,0.0,0.008	0.006,0.0,0.0	0.001
1376	"DNAJB2"	"DNAJB2"	chr2	+	219280577	219281771	219280577	219280687	219281717	219281771	1376	31,23,22	204,100,177	7,6,5	124,114,124	1129	99	0.0790548458982	0.310548057691	0.013,0.02,0.011	0.005,0.005,0.004	0.01
1377	"DNAJB2"	"DNAJB2"	chr2	+	219282836	219283489	219282836	219282929	219283418	219283489	1377	22,17,18	2,0,0	9,5,12	0,0,0	588	99	1	1.0	0.649,1.0,1.0	1.0,1.0,1.0	-0.117
1378	"C1R"	"C1R"	chr12	-	7088838	7089489	7088838	7088986	7089292	7089489	1378	0,0,0	3,0,9	0,1,0	3,8,1	405	99	1	1.0	0.0,NA,0.0	0.0,0.03,0.0	-0.01
1379	"C1R"	"C1R"	chr12	-	7091451	7092441	7091451	7091680	7092386	7092441	1379	1,0,0	0,5,1	0,1,0	10,2,7	805	99	1	1.0	1.0,0.0,0.0	0.0,0.058,0.0	0.314
