ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1666	"SGSM2"	"SGSM2"	chr17	+	2362837	2363134	2362837	2362905	2362988	2363134	1666	10,2,18	30,24,26	3,8,4	22,17,31	182	99	0.165123692062	0.677999344366	0.153,0.043,0.274	0.069,0.204,0.066	0.044
1670	"TMEM256-PLSCR3"	"TMEM256-PLSCR3"	chr17	-	7393143	7393509	7393143	7393364	7393466	7393509	1670	6,8,4	23,13,13	1,3,1	26,12,15	201	99	0.00152959671768	0.0347375732393	0.114,0.233,0.132	0.019,0.11,0.032	0.106
1671	"TMEM256-PLSCR3"	"TMEM256-PLSCR3"	chr17	-	7393600	7394159	7393600	7393836	7394103	7394159	1671	7,9,8	45,41,19	24,14,7	39,22,36	366	99	0.0160650036431	0.164770455233	0.04,0.056,0.102	0.143,0.147,0.05	-0.047
1672	"YWHAB"	"YWHAB"	chr20	+	44901530	44904116	44901530	44901833	44903992	44904116	1672	21,18,15	423,288,223	10,11,19	400,337,390	2258	99	1	1.0	0.002,0.003,0.003	0.001,0.001,0.002	0.001
1673	"YWHAB"	"YWHAB"	chr20	+	44904967	44906096	44904967	44905131	44906000	44906096	1673	24,14,8	647,489,399	18,10,10	589,600,578	968	99	1	1.0	0.004,0.003,0.002	0.003,0.002,0.002	0.001
1676	"TRIM28"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	1676	29,26,17	560,380,320	31,27,21	586,427,487	184	99	0.691562952405	1.0	0.027,0.036,0.028	0.028,0.033,0.023	0.002
1677	"TRIM28"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548885	58548910	1677	176,105,92	3,4,0	166,120,115	0,0,2	208	99	0.133238605206	0.607024403351	0.965,0.926,1.0	1.0,1.0,0.965	-0.025
1678	"TRIM28"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035	1678	9,7,1	1025,729,582	5,3,2	1004,733,858	187	99	1	1.0	0.005,0.005,0.001	0.003,0.002,0.001	0.002
1680	"CELSR3"	"CELSR3"	chr3	-	48641850	48642467	48641850	48642009	48642357	48642467	1680	3,3,0	0,2,1	0,1,1	0,0,0	447	99	1	1.0	1.0,0.249,0.0	NA,1.0,1.0	-0.584
1683	"PLCD4"	"PLCD4"	chr2	+	218628028	218629663	218628028	218628230	218629518	218629663	1683	3,2,6	0,1,3	1,1,0	0,0,0	1387	99	1	1.0	1.0,0.125,0.125	1.0,1.0,NA	-0.583
1684	"PLCD4"	"PLCD4"	chr2	+	218633604	218634221	218633604	218633761	218634104	218634221	1684	67,57,42	3,2,2	52,46,64	0,1,0	442	99	0.000846119035007	0.0230528852611	0.833,0.865,0.825	1.0,0.912,1.0	-0.13
1687	"STAG3"	"STAG3"	chr7	+	100188452	100189016	100188452	100188529	100188811	100189016	1687	1,2,0	0,0,0	0,0,0	0,0,1	381	99	1	1.0	1.0,1.0,NA	NA,NA,0.0	1.0
1688	"FAM57A"	"FAM57A"	chr17	+	732411	733181	732411	732769	733097	733181	1688	2,2,0	10,8,10	3,3,10	3,7,11	427	99	0.000668240790691	0.0189831561537	0.044,0.055,0.0	0.188,0.09,0.174	-0.118
1689	"DKC1"	"DKC1"	chrX	+	154774601	154775273	154774601	154774705	154775194	154775273	1689	32,24,17	386,270,242	35,21,30	493,414,531	588	99	0.147082123109	0.637594733429	0.014,0.015,0.012	0.012,0.008,0.009	0.004
1690	"ESYT1"	"ESYT1"	chr12	+	56131039	56131316	56131039	56131113	56131243	56131316	1690	1,1,1	97,69,62	0,0,0	121,89,131	229	99	1	1.0	0.004,0.006,0.007	0.0,0.0,0.0	0.006
1691	"DCAF13"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689	1691	69,49,35	104,79,63	66,49,38	136,120,149	3458	99	0.00337013932789	0.0609210167171	0.019,0.017,0.016	0.014,0.012,0.007	0.006
1694	"WBP1"	"WBP1"	chr2	+	74459437	74459745	74459437	74459552	74459642	74459745	1694	9,11,3	1,0,0	4,4,3	0,0,0	189	99	1	1.0	0.825,1.0,1.0	1.0,1.0,1.0	-0.058
1695	"WBP1"	"WBP1"	chr2	+	74459437	74459745	74459437	74459562	74459642	74459745	1695	6,8,3	2,5,4	3,4,3	3,0,4	179	99	0.829826951752	1.0	0.624,0.469,0.293	0.356,1.0,0.293	-0.088
1696	"MORF4L1"	"MORF4L1"	chr15	+	78890988	78891572	78890988	78891014	78891483	78891572	1696	7,5,5	863,566,466	2,0,6	701,579,700	568	99	1	1.0	0.001,0.002,0.002	0.0,0.0,0.001	0.001
1702	"NT5C"	"NT5C"	chr17	-	75130964	75131281	75130964	75131105	75131180	75131281	1702	4,4,2	26,21,13	4,4,3	25,16,23	174	99	0.861098064293	1.0	0.08,0.098,0.08	0.083,0.125,0.069	-0.006
1704	"CFAP157"	"CFAP157"	chr9	+	127712198	127712875	127712198	127712349	127712708	127712875	1704	20,20,5	1,0,0	27,25,14	0,0,0	458	99	1	1.0	0.812,1.0,1.0	1.0,1.0,1.0	-0.063
1705	"MOCS2"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100487	53101358	53101509	1705	58,31,43	1,0,0	58,43,63	0,0,0	970	99	1	1.0	0.855,1.0,1.0	1.0,1.0,1.0	-0.048
1706	"MOCS2"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100534	53101358	53101509	1706	2,4,2	66,44,33	1,0,6	78,70,67	923	99	1	1.0	0.003,0.01,0.006	0.001,0.0,0.01	0.003
1707	"MFN1"	"MFN1"	chr3	+	179378340	179378814	179378340	179378443	179378584	179378814	1707	2,1,0	75,50,44	1,0,2	45,35,52	240	99	1	1.0	0.011,0.008,0.0	0.009,0.0,0.016	-0.002
1713	"DVL2"	"DVL2"	chr17	-	7230284	7230797	7230284	7230430	7230727	7230797	1713	2,0,0	33,24,29	1,0,0	31,28,24	396	99	1	1.0	0.015,0.0,0.0	0.008,0.0,0.0	0.002
1714	"HSPE1"	"HSPE1"	chr2	+	197503038	197503381	197503038	197503128	197503208	197503381	1714	2,0,2	153,87,91	5,1,2	178,185,181	179	99	1	1.0	0.007,0.0,0.012	0.015,0.003,0.006	-0.002
1719	"GTF2F1"	"GTF2F1"	chr19	-	6380903	6381195	6380903	6381042	6381121	6381195	1719	4,4,4	129,86,67	2,0,4	115,84,98	178	99	0.155820434394	0.65838516812	0.017,0.025,0.032	0.01,0.0,0.022	0.014
1720	"GTF2F1"	"GTF2F1"	chr19	-	6381358	6381615	6381358	6381478	6381553	6381615	1720	0,1,0	137,72,70	1,4,3	128,134,112	174	99	1	1.0	0.0,0.008,0.0	0.004,0.017,0.015	-0.009
1722	"LRCH4"	"LRCH4"	chr7	-	100576693	100577005	100576693	100576777	100576901	100577005	1722	11,13,8	42,38,23	5,2,6	27,19,25	223	99	0.0811010678608	0.456706804615	0.104,0.132,0.134	0.076,0.045,0.096	0.051
1723	"LRCH4"	"LRCH4"	chr7	-	100577085	100577389	100577085	100577154	100577272	100577389	1723	8,5,2	28,21,35	4,1,4	30,23,36	217	99	0.16098070831	0.666314120952	0.115,0.098,0.025	0.057,0.019,0.048	0.038
1726	"DMTN"	"DMTN"	chr8	+	22069015	22069518	22069015	22069060	22069418	22069518	1726	0,0,1	37,23,21	0,0,0	15,19,19	457	99	1	1.0	0.0,0.0,0.01	0.0,0.0,0.0	0.003
1727	"DHX37"	"DHX37"	chr12	-	124950412	124950804	124950412	124950550	124950689	124950804	1727	0,0,4	44,26,19	3,2,5	49,43,56	238	99	0.188602339228	0.732637593045	0.0,0.0,0.081	0.025,0.019,0.036	0.0
1728	"POLRMT"	"POLRMT"	chr19	-	617569	618586	617569	617655	618487	618586	1728	10,9,5	0,0,0	6,6,8	0,1,1	931	99	1	1.0	1.0,1.0,1.0	1.0,0.39,0.46	0.383
1734	"SRP14"	"SRP14"	chr15	-	40038281	40038948	40038281	40038394	40038875	40038948	1734	12,4,2	746,488,445	2,3,1	674,500,698	580	99	1	1.0	0.003,0.001,0.001	0.001,0.001,0.0	0.001
1736	"HELZ2"	"HELZ2"	chr20	-	63570684	63573221	63570684	63570868	63572107	63573221	1736	17,9,7	12,7,1	13,6,4	0,5,5	1338	99	0.728054163128	1.0	0.095,0.087,0.341	1.0,0.082,0.056	-0.205
1737	"MAP7D1"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581	1737	26,22,22	9,12,12	22,25,54	11,5,10	195	99	0.107448667133	0.531890618889	0.595,0.482,0.482	0.504,0.717,0.733	-0.132
1738	"USP5"	"USP5"	chr12	+	6863829	6864195	6863829	6863973	6864049	6864195	1738	10,2,4	247,187,143	0,2,3	224,137,205	175	99	0.498261224266	1.0	0.022,0.006,0.016	0.0,0.008,0.008	0.009
1739	"BTN3A3"	"BTN3A3"	chr6	+	26443956	26445985	26443956	26444304	26445703	26445985	1739	1,3,0	6,4,1	3,7,1	1,2,0	1498	99	0.0627799467677	0.397569093499	0.011,0.047,0.0	0.165,0.188,1.0	-0.432
1741	"LARP1B"	"LARP1B"	chr4	+	128107138	128108901	128107138	128107313	128107882	128108901	1741	16,6,11	20,15,15	26,12,12	35,26,34	668	99	0.560866849574	1.0	0.106,0.056,0.098	0.099,0.064,0.05	0.016
1747	"RCCD1"	"RCCD1"	chr15	+	90956611	90957503	90956611	90956900	90957112	90957503	1747	3,1,3	3,7,7	1,0,0	3,0,1	311	99	1	1.0	0.241,0.043,0.12	0.096,NA,0.0	0.087
1748	"CALM3"	"CALM3"	chr19	+	46608481	46608981	46608481	46608588	46608845	46608981	1748	0,1,3	845,609,418	4,3,6	728,553,671	356	99	1	1.0	0.0,0.0,0.002	0.002,0.002,0.002	-0.001
1751	"DHRS4L2"	"DHRS4L2"	chr14	+	24000862	24001084	24000862	24000933	24001032	24001084	1751	0,0,1	1,6,4	0,0,1	25,3,5	198	99	1	1.0	0.0,0.0,0.111	0.0,0.0,0.091	0.007
1756	"METTL3"	"METTL3"	chr14	-	21503172	21503577	21503172	21503291	21503505	21503577	1756	224,138,114	2,0,0	288,178,252	0,1,0	313	99	1	1.0	0.973,1.0,1.0	1.0,0.983,1.0	-0.003
1757	"METTL3"	"METTL3"	chr14	-	21503172	21503829	21503172	21503577	21503663	21503829	1757	4,4,1	60,41,33	1,0,0	62,37,49	185	99	0.0833939683343	0.464779040632	0.034,0.05,0.016	0.009,0.0,0.0	0.03
1758	"PRICKLE4"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41783733	41784238	1758	3,1,0	0,0,1	0,3,2	0,0,0	227	99	1	1.0	1.0,1.0,0.0	NA,1.0,1.0	-0.333
1759	"PRICKLE4"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41784130	41784238	1759	9,1,4	0,2,0	0,3,4	0,0,0	624	99	1	1.0	1.0,0.073,1.0	NA,1.0,1.0	-0.309
1760	"SLAIN2"	"SLAIN2"	chr4	+	48382567	48382927	48382567	48382639	48382727	48382927	1760	106,100,76	3,0,0	110,120,144	2,0,0	187	99	1	1.0	0.949,1.0,1.0	0.967,1.0,1.0	-0.006
1761	"CPNE2"	"CPNE2"	chr16	+	57146084	57147964	57146084	57146321	57147550	57147964	1761	10,5,10	155,94,93	12,5,12	135,65,91	1328	99	1	1.0	0.005,0.004,0.008	0.007,0.006,0.01	-0.002
1763	"DNAJC2"	"DNAJC2"	chr7	-	103322510	103322794	103322510	103322632	103322702	103322794	1763	8,5,8	64,42,51	12,5,17	104,102,79	169	99	0.841725531426	1.0	0.068,0.065,0.084	0.063,0.028,0.112	0.005
1769	"CCDC78"	"CCDC78"	chr16	-	722921	723936	722921	723161	723856	723936	1769	4,5,7	1,3,1	8,3,2	2,0,0	794	99	0.0165568635567	0.167403060791	0.333,0.172,0.466	0.333,1.0,1.0	-0.454
1771	"CCDC78"	"CCDC78"	chr16	-	724910	725145	724910	724989	725077	725145	1771	4,0,0	0,0,0	0,0,1	0,1,1	187	99	1	1.0	1.0,NA,NA	NA,0.0,0.346	0.827
1772	"CCDC78"	"CCDC78"	chr16	-	725077	725293	725077	725145	725236	725293	1772	4,0,3	2,3,1	0,1,0	2,0,1	190	99	0.0120221799253	0.139826595929	0.51,0.0,0.61	0.0,1.0,0.0	0.04
1773	"FGFR1"	"FGFR1"	chr8	-	38427920	38428435	38427920	38428093	38428345	38428435	1773	2,4,1	32,24,18	0,0,0	24,16,16	351	99	0.650122925513	1.0	0.017,0.045,0.015	0.0,0.0,0.0	0.026
1774	"FGFR1"	"FGFR1"	chr8	-	38427920	38428435	38427920	38428093	38428351	38428435	1774	5,6,3	64,31,25	3,1,3	33,14,43	357	99	0.227869269027	0.810470839604	0.021,0.051,0.032	0.025,0.019,0.019	0.014
1775	"CPA5"	"CPA5"	chr7	+	130367371	130367990	130367371	130367571	130367905	130367990	1775	1,0,2	1,0,0	1,0,0	0,0,0	433	99	1	1.0	0.186,NA,1.0	1.0,NA,NA	-0.407
1777	"FAM3A"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	1777	190,109,95	43,39,17	128,73,99	20,20,27	196	99	0.639750307561	1.0	0.691,0.585,0.738	0.764,0.648,0.649	-0.016
1779	"TSPAN4"	"TSPAN4"	chr11	+	865512	865825	865512	865614	865693	865825	1779	2,3,2	47,34,27	3,4,3	46,14,15	178	99	0.155606296335	0.65838516812	0.023,0.047,0.04	0.035,0.137,0.1	-0.054
1804	"DDX41"	"DDX41"	chr5	-	177512495	177512876	177512495	177512645	177512779	177512876	1804	2,7,5	252,154,139	3,5,7	228,135,175	233	99	0.887615318058	1.0	0.003,0.019,0.015	0.006,0.015,0.017	-0.0
1805	"DDX41"	"DDX41"	chr5	-	177513352	177513847	177513352	177513484	177513684	177513847	1805	3,7,3	154,121,92	2,2,6	170,117,113	299	99	0.946562478462	1.0	0.006,0.019,0.011	0.004,0.006,0.017	0.003
1806	"DDX41"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193	1806	3,2,5	237,186,169	1,1,2	235,170,203	228	99	1	1.0	0.005,0.005,0.013	0.002,0.003,0.004	0.005
1807	"DDX41"	"DDX41"	chr5	-	177516287	177516835	177516287	177516447	177516724	177516835	1807	18,9,10	372,277,229	7,5,12	357,260,305	376	99	0.941464967441	1.0	0.013,0.008,0.011	0.005,0.005,0.01	0.004
1808	"DDX41"	"DDX41"	chr5	-	177516287	177516835	177516287	177516516	177516724	177516835	1808	10,6,2	0,2,2	3,2,4	1,0,4	307	99	0.496375159681	1.0	1.0,0.492,0.244	0.492,1.0,0.244	0.0
1809	"PISD"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472	1809	3,7,1	58,29,29	5,4,11	38,24,36	290	99	0.0411323303453	0.298146565578	0.017,0.076,0.012	0.043,0.054,0.094	-0.029
1810	"PISD"	"PISD"	chr22	-	31620995	31621885	31620995	31621472	31621648	31621885	1810	4,7,3	57,41,25	3,2,5	40,34,39	275	99	0.474788430718	1.0	0.025,0.058,0.041	0.026,0.021,0.044	0.011
1812	"SEC31B"	"SEC31B"	chr10	-	100488857	100489398	100488857	100488974	100489251	100489398	1812	1,1,1	1,0,1	6,1,8	0,0,0	376	99	0.0511408824675	0.344716667996	0.208,1.0,0.208	1.0,1.0,1.0	-0.528
1813	"SEC31B"	"SEC31B"	chr10	-	100488857	100489398	100488857	100488977	100489251	100489398	1813	1,1,1	0,1,0	6,1,8	0,0,0	373	99	1	1.0	1.0,0.21,1.0	1.0,1.0,1.0	-0.263
1815	"ADCY6"	"ADCY6"	chr12	-	48770765	48771973	48770765	48770970	48771709	48771973	1815	6,4,6	22,19,17	8,5,11	20,16,19	838	99	0.192811239124	0.739456034528	0.031,0.024,0.04	0.045,0.036,0.064	-0.017
1816	"ADCY6"	"ADCY6"	chr12	-	48773468	48774098	48773468	48773647	48773939	48774098	1816	6,2,3	27,24,19	6,2,5	18,21,25	391	99	0.540533516522	1.0	0.053,0.021,0.038	0.078,0.024,0.048	-0.013
1817	"ADCY6"	"ADCY6"	chr12	-	48777103	48777521	48777103	48777231	48777409	48777521	1817	1,0,0	42,31,22	0,2,2	41,35,42	277	99	1	1.0	0.008,0.0,0.0	0.0,0.02,0.017	-0.01
1818	"SIDT2"	"SIDT2"	chr11	+	117189334	117190025	117189334	117189401	117189951	117190025	1818	3,3,0	46,32,18	0,0,0	19,12,12	649	99	1	1.0	0.01,0.014,0.0	0.0,0.0,0.0	0.008
1819	"BPHL"	"BPHL"	chr6	+	3138040	3140509	3138040	3138179	3140385	3140509	1819	48,32,43	2,0,2	52,22,36	1,1,1	2305	99	0.771249449741	1.0	0.508,1.0,0.48	0.691,0.486,0.607	0.068
1824	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561	1824	70,66,54	173,82,88	55,53,65	131,115,115	1607	99	0.292901509296	0.928509358715	0.024,0.047,0.036	0.025,0.028,0.034	0.007
1830	"DNM1"	"DNM1"	chr9	+	128247923	128248753	128247923	128247935	128248582	128248753	1830	0,0,1	4,2,5	0,0,0	2,1,1	746	99	1	1.0	0.0,0.0,0.026	0.0,0.0,0.0	0.009
1831	"MYBBP1A"	"MYBBP1A"	chr17	-	4538901	4539967	4538901	4538975	4539438	4539967	1831	291,204,168	2,0,2	362,208,326	5,6,3	562	99	0.0162585102572	0.165487620812	0.962,1.0,0.937	0.927,0.859,0.95	0.054
1832	"MYBBP1A"	"MYBBP1A"	chr17	-	4545025	4545345	4545025	4545175	4545258	4545345	1832	1,5,7	122,81,59	2,0,1	201,130,192	182	99	0.0522563089683	0.348930963636	0.004,0.032,0.061	0.005,0.0,0.003	0.03
1833	"MYBBP1A"	"MYBBP1A"	chr17	-	4553809	4554093	4553809	4553917	4554018	4554093	1833	0,1,4	75,58,67	1,0,0	110,68,118	200	99	1	1.0	0.0,0.008,0.029	0.004,0.0,0.0	0.011
1835	"ATRX"	"ATRX"	chrX	-	77681519	77684593	77681519	77683451	77683538	77684593	1835	46,13,28	0,5,0	16,20,37	1,0,0	186	99	0.0824076075068	0.461145715592	1.0,0.581,1.0	0.895,1.0,1.0	-0.105
1836	"ISCU"	"ISCU"	chr12	+	108564059	108564392	108564059	108564155	108564278	108564392	1836	5,5,3	12,6,3	5,2,10	12,6,16	222	99	0.735814677724	1.0	0.157,0.271,0.308	0.157,0.129,0.218	0.077
1838	"COQ10A"	"COQ10A"	chr12	+	56269058	56269561	56269058	56269251	56269459	56269561	1838	4,3,3	18,10,7	0,5,3	15,10,9	307	99	0.777864415051	1.0	0.067,0.088,0.121	0.0,0.139,0.097	0.013
1839	"ATP6V0B"	"ATP6V0B"	chr1	+	43976301	43976659	43976301	43976379	43976589	43976659	1839	12,15,8	301,208,166	10,12,10	256,221,247	309	99	0.552963288642	1.0	0.013,0.023,0.015	0.012,0.017,0.013	0.003
1840	"ATP6V0B"	"ATP6V0B"	chr1	+	43977025	43978295	43977025	43977216	43977980	43978295	1840	27,16,11	256,169,152	36,25,23	235,193,253	863	99	0.152757810556	0.651095865591	0.012,0.011,0.008	0.017,0.015,0.01	-0.004
1841	"NKTR"	"NKTR"	chr3	+	42619019	42619708	42619019	42619127	42619663	42619708	1841	8,6,8	20,13,9	14,10,16	36,23,28	635	99	0.887328661004	1.0	0.059,0.067,0.122	0.057,0.063,0.082	0.015
1843	"NKTR"	"NKTR"	chr3	+	42619663	42621516	42619663	42619708	42621428	42621516	1843	37,11,9	16,14,5	32,15,28	24,10,21	1819	99	0.662621054194	1.0	0.112,0.041,0.089	0.068,0.075,0.068	0.01
1844	"NKTR"	"NKTR"	chr3	+	42620015	42621516	42620015	42620043	42621428	42621516	1844	32,11,6	1,0,3	23,14,21	5,4,8	1484	99	0.170774979821	0.695409786251	0.681,1.0,0.118	0.235,0.189,0.149	0.409
1845	"NKTR"	"NKTR"	chr3	+	42627199	42630575	42627199	42627227	42630545	42630575	1845	135,87,78	2,2,0	112,61,99	2,1,2	3417	99	0.369696927293	1.0	0.662,0.558,1.0	0.619,0.639,0.589	0.124
1846	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772217	74772277	1846	92,84,58	5,3,6	98,78,92	8,4,10	339	99	0.347942787098	1.0	0.843,0.891,0.738	0.782,0.851,0.729	0.037
1847	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772039	74772217	74772277	1847	40,47,26	7,6,4	49,30,39	6,1,6	277	99	0.392444545996	1.0	0.671,0.737,0.699	0.745,0.915,0.699	-0.084
1848	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772217	74772277	1848	24,29,20	76,68,44	32,24,27	75,62,69	262	99	0.849431222368	1.0	0.107,0.139,0.147	0.139,0.128,0.129	-0.001
1849	"PILRB"	"PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914	1849	74,53,37	4,5,3	53,22,32	2,0,5	192	99	0.668789818036	1.0	0.905,0.845,0.864	0.932,1.0,0.767	-0.028
1850	"PILRB"	"PILRB"	chr7	+	100352563	100353123	100352563	100352667	100352996	100353123	1850	83,61,44	0,0,0	55,25,38	2,0,0	428	99	1	1.0	1.0,1.0,1.0	0.864,1.0,1.0	0.045
1851	"PILRB"	"PILRB"	chr7	+	100352563	100353123	100352563	100352914	100352996	100353123	1851	9,8,7	30,15,30	2,3,6	33,17,9	181	99	0.169240509614	0.690741942335	0.141,0.226,0.113	0.032,0.088,0.267	0.031
1852	"PILRB"	"PILRB"	chr7	+	100353372	100354012	100353372	100353483	100353894	100354012	1852	164,120,87	0,0,1	93,75,89	0,0,0	510	99	1	1.0	1.0,1.0,0.944	1.0,1.0,1.0	-0.019
1853	"PACS2"	"PACS2"	chr14	+	105383358	105384463	105383358	105383513	105384352	105384463	1853	4,3,2	61,38,35	3,1,5	42,24,36	938	99	1	1.0	0.007,0.008,0.006	0.007,0.004,0.014	-0.001
1854	"SNHG1"	"SNHG1"	chr11	-	62853800	62854064	62853800	62853833	62854017	62854064	1854	83,79,78	102,81,63	168,119,142	269,209,277	283	99	8.60922357575e-05	0.0041972913296	0.222,0.254,0.302	0.179,0.166,0.152	0.094
1855	"SNHG1"	"SNHG1"	chr11	-	62853800	62854064	62853800	62853849	62854017	62854064	1855	80,78,75	0,0,4	168,116,141	1,4,9	267	99	0.0384823964274	0.287125469361	1.0,1.0,0.874	0.984,0.915,0.853	0.041
1856	"SNHG1"	"SNHG1"	chr11	-	62854887	62855216	62854887	62854938	62855132	62855216	1856	34,35,29	83,55,65	74,88,60	90,72,77	293	99	0.000183323941369	0.00758662682945	0.122,0.177,0.131	0.217,0.292,0.208	-0.096
1857	"DGKZ"	"DGKZ"	chr11	+	46374603	46374839	46374603	46374666	46374765	46374839	1857	2,0,1	141,89,85	1,1,4	138,79,125	198	99	1	1.0	0.007,0.0,0.006	0.004,0.006,0.016	-0.004
1858	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378893	46379111	1858	36,22,20	1,0,0	47,38,29	0,0,0	492	99	1	1.0	0.879,1.0,1.0	1.0,1.0,1.0	-0.04
1859	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378990	46379111	1859	46,31,30	137,111,86	52,48,36	152,102,143	589	99	0.659413064942	1.0	0.053,0.045,0.055	0.054,0.073,0.041	-0.005
1860	"DGKZ"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379453	46379568	1860	29,26,18	2,1,0	26,15,18	12,0,1	316	99	0.0212455474549	0.196977600527	0.82,0.891,1.0	0.404,1.0,0.849	0.153
1861	"DGKZ"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379468	46379568	1861	32,29,21	223,158,118	34,22,27	211,152,160	331	99	0.846934044202	1.0	0.041,0.052,0.051	0.046,0.041,0.048	0.003
1862	"OGG1"	"OGG1"	chr3	+	9756766	9757191	9756766	9756816	9757043	9757191	1862	42,35,30	0,0,1	59,41,43	0,2,3	326	99	0.0712366917291	0.424675688214	1.0,1.0,0.901	1.0,0.862,0.813	0.075
1863	"SNHG11"	"SNHG11"	chr20	+	38450261	38450921	38450261	38450447	38450532	38450921	1863	1,3,2	25,13,8	1,2,0	28,14,14	184	99	0.118778678046	0.566666642313	0.021,0.11,0.119	0.019,0.071,0.0	0.053
1865	"HMBS"	"HMBS"	chr11	+	119088634	119089131	119088634	119088707	119089081	119089131	1865	22,2,8	126,81,83	12,4,11	103,78,118	473	99	0.52118098343	1.0	0.035,0.005,0.02	0.024,0.011,0.019	0.002
1866	"HMBS"	"HMBS"	chr11	+	119088634	119089131	119088634	119088848	119089081	119089131	1866	8,1,3	0,4,0	7,1,3	0,1,0	332	99	0.0934607993026	0.497974033486	1.0,0.069,1.0	1.0,0.23,1.0	-0.054
1867	"HMBS"	"HMBS"	chr11	+	119088634	119089131	119088634	119088707	119089099	119089131	1867	105,48,43	1,0,0	78,47,67	0,1,0	491	99	1	1.0	0.955,1.0,1.0	1.0,0.905,1.0	0.017
1868	"HMBS"	"HMBS"	chr11	+	119089682	119090067	119089682	119089760	119089989	119090067	1868	1,1,3	189,156,103	3,1,1	168,152,171	328	99	1	1.0	0.002,0.002,0.009	0.005,0.002,0.002	0.001
1869	"HMBS"	"HMBS"	chr11	+	119092124	119092523	119092124	119092163	119092403	119092523	1869	10,16,6	81,67,44	8,8,8	76,50,84	339	99	0.19874384909	0.75327404867	0.035,0.065,0.038	0.03,0.045,0.027	0.012
1870	"HMBS"	"HMBS"	chr11	+	119092124	119092811	119092124	119092163	119092757	119092811	1870	52,32,21	10,4,4	32,35,32	12,8,15	693	99	0.035556470507	0.273931699229	0.426,0.533,0.429	0.276,0.385,0.234	0.164
1871	"HMBS"	"HMBS"	chr11	+	119092124	119092811	119092124	119092523	119092757	119092811	1871	8,2,4	143,77,83	0,5,1	148,95,135	333	99	0.781639286734	1.0	0.016,0.008,0.014	0.0,0.015,0.002	0.007
1873	"GALK1"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439	1873	38,23,16	0,2,0	33,18,25	0,0,1	533	99	1	1.0	1.0,0.681,1.0	1.0,1.0,0.823	-0.047
1874	"C15orf52"	"C15orf52"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619	1874	81,68,54	86,59,46	54,51,51	74,54,53	707	99	0.204351854747	0.759183154344	0.117,0.139,0.141	0.093,0.117,0.119	0.023
1876	"CLK4"	"CLK4"	chr5	-	178616881	178618778	178616881	178616948	178617343	178618778	1876	22,22,14	3,0,1	24,16,18	13,19,5	494	99	4.57331786298e-05	0.00266826856956	0.595,1.0,0.737	0.27,0.144,0.419	0.5
1877	"CLK4"	"CLK4"	chr5	-	178616881	178618778	178616881	178616948	178618555	178618778	1877	50,62,42	14,10,21	71,37,56	12,7,6	1706	99	0.0376362106666	0.283186625291	0.172,0.265,0.104	0.256,0.235,0.351	-0.1
1878	"CLK4"	"CLK4"	chr5	-	178617343	178618778	178617343	178617434	178618555	178618778	1878	29,41,28	19,9,9	47,21,39	19,26,31	1220	99	0.026702800898	0.229553788396	0.11,0.27,0.202	0.167,0.062,0.093	0.087
1879	"TMEM222"	"TMEM222"	chr1	+	27334150	27336399	27334150	27334281	27335378	27336399	1879	18,8,6	134,61,79	9,5,6	137,68,87	1196	99	1	1.0	0.011,0.011,0.006	0.005,0.006,0.006	0.004
