ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
780	"SOCS7"	"SOCS7"	chr17	+	2400256	2400982	2400256	2400358	2401235	2401366
781	"SOCS7"	"SOCS7"	chr17	+	38365307	38366033	38365307	38365409	38366286	38366417
782	"POLR3E"	"POLR3E"	chr16	+	22309427	22309510	22309427	22309505	22309850	22309945
783	"ARHGAP19"	"ARHGAP19"	chr10	-	97265859	97266125	97266078	97266125	97264825	97264906
784	"ARFGAP2"	"ARFGAP2"	chr11	-	47167908	47168043	47167975	47168043	47166759	47166886
785	"ARFGAP2"	"ARFGAP2"	chr11	-	47171425	47171557	47171452	47171557	47168122	47168251
786	"ARFGAP2"	"ARFGAP2"	chr11	-	47175850	47175923	47175871	47175923	47175181	47175313
787	"KAT6A"	"KAT6A"	chr8	-	42049575	42049707	42049619	42049707	42048377	42049302
788	"ADD1"	"ADD1"	chr4	+	2904763	2905108	2904763	2905015	2907742	2907844
789	"ADD1"	"ADD1"	chr4	+	2908514	2909431	2908514	2908604	2914883	2915040
790	"GALNT15"	"GALNT15"	chr3	+	16195759	16195957	16195759	16195926	16200618	16200823
791	"NFE2L2"	"NFE2L2"	chr2	-	177234004	177234271	177234075	177234271	177233249	177233339
792	"NFE2L2"	"NFE2L2"	chr2	-	177263402	177263800	177263528	177263800	177234004	177234271
793	"CPEB3"	"CPEB3"	chr10	-	92192476	92192636	92192545	92192636	92180962	92181019
794	"ZNF668"	"ZNF668"	chr16	-	31072739	31073502	31072885	31073502	31063812	31064481
795	"CRHR1"	"CRHR1"	chr17	+	532215	532692	532215	532336	533001	533062
796	"CRHR1"	"CRHR1"	chr17	+	45830093	45830570	45830093	45830214	45830879	45830940
797	"TNFRSF18"	"TNFRSF18"	chr1	-	1204033	1204236	1204054	1204236	1203843	1203968
798	"FCAR"	"FCAR"	chr19	+	162224	162446	162224	162438	163866	164081
799	"FCAR"	"FCAR"	chr19	+	162224	162512	162224	162438	163866	164081
800	"FCAR"	"FCAR"	chr19	+	162224	162512	162224	162446	163866	164081
801	"FCAR"	"FCAR"	chr19	+	163956	164178	163956	164170	165598	165813
802	"FCAR"	"FCAR"	chr19	+	163956	164244	163956	164170	165598	165813
803	"FCAR"	"FCAR"	chr19	+	163956	164244	163956	164178	165598	165813
804	"FCAR"	"FCAR"	chr19	+	165373	165595	165373	165587	167015	167230
805	"FCAR"	"FCAR"	chr19	+	165373	165661	165373	165587	167015	167230
806	"FCAR"	"FCAR"	chr19	+	165373	165661	165373	165595	167015	167230
807	"FCAR"	"FCAR"	chr19	+	166953	167175	166953	167167	168595	168810
808	"FCAR"	"FCAR"	chr19	+	166953	167241	166953	167167	168595	168810
809	"FCAR"	"FCAR"	chr19	+	166953	167241	166953	167175	168595	168810
810	"FCAR"	"FCAR"	chr19	+	174026	174248	174026	174240	175668	175883
811	"FCAR"	"FCAR"	chr19	+	174026	174314	174026	174240	175668	175883
812	"FCAR"	"FCAR"	chr19	+	174026	174314	174026	174248	175668	175883
813	"FCAR"	"FCAR"	chr19	+	258245	258467	258245	258459	259887	260102
814	"FCAR"	"FCAR"	chr19	+	258245	258533	258245	258459	259887	260102
815	"FCAR"	"FCAR"	chr19	+	258245	258533	258245	258467	259887	260102
816	"FCAR"	"FCAR"	chr19	+	533235	533523	533235	533457	534877	535101
817	"FCAR"	"FCAR"	chr19	+	792371	792659	792371	792593	794013	794237
818	"FCAR"	"FCAR"	chr19	+	870487	870709	870487	870701	872128	872343
819	"FCAR"	"FCAR"	chr19	+	870487	870775	870487	870701	872128	872343
820	"FCAR"	"FCAR"	chr19	+	870487	870775	870487	870709	872128	872343
821	"FCAR"	"FCAR"	chr19	+	54888006	54888228	54888006	54888220	54889648	54889863
822	"FCAR"	"FCAR"	chr19	+	54888006	54888294	54888006	54888220	54889648	54889863
823	"FCAR"	"FCAR"	chr19	+	54888006	54888294	54888006	54888228	54889648	54889863
824	"EME1"	"EME1"	chr17	+	50375184	50375983	50375184	50375512	50376065	50376193
825	"APEH"	"APEH"	chr3	+	49676055	49676515	49676055	49676219	49676608	49676700
826	"HLCS"	"HLCS"	chr21	-	36947332	36948287	36948165	36948287	36938831	36938994
827	"SMG1"	"SMG1"	chr16	-	18868522	18868719	18868632	18868719	18868189	18868354
828	"TNNT1"	"TNNT1"	chr19	-	55146659	55146707	55146680	55146707	55145543	55145565
829	"TNNT1"	"TNNT1"	chr19	-	55147104	55147168	55147125	55147168	55147007	55147021
830	"PYROXD1"	"PYROXD1"	chr12	+	21462007	21462125	21462007	21462120	21462739	21462862
831	"TLL1"	"TLL1"	chr4	+	165992803	165992922	165992803	165992884	165994380	165994533
832	"ATP2A1"	"ATP2A1"	chr16	+	28892314	28892659	28892314	28892431	28894154	28894219
833	"KANSL2"	"KANSL2"	chr12	-	48660365	48660619	48660467	48660619	48654940	48655060
834	"KANSL2"	"KANSL2"	chr12	-	48681381	48681641	48681570	48681641	48679654	48679833
835	"OVGP1"	"OVGP1"	chr1	-	111421275	111421673	111421564	111421673	111419609	111419726
836	"SIRT6"	"SIRT6"	chr19	-	4175679	4175937	4175841	4175937	4175027	4175151
837	"MRPS22"	"MRPS22"	chr3	+	139350178	139351060	139350178	139350322	139352646	139352792
838	"SF1"	"SF1"	chr11	-	64767566	64767844	64767570	64767844	64767191	64767251
839	"TMEM177"	"TMEM177"	chr2	+	119679166	119679617	119679166	119679225	119680831	119682118
840	"ADRBK1"	"ADRBK1"	chr11	+	67280731	67281184	67280731	67280783	67281458	67281558
841	"ECEL1"	"ECEL1"	chr2	-	232482850	232482954	232482856	232482954	232482549	232482608
842	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13646614	13646780	13646614	13646686	13647132	13647276
843	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13644916	13645136	13644916	13645074	13648084	13648230
844	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13644916	13645136	13644916	13645074	13654352	13654427
845	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13652845	13652929	13652845	13652882	13654352	13654427
846	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13652845	13653148	13652845	13652882	13654352	13654427
847	"RP11-295P9.3"	"RP11-295P9.3"	chr10	+	13652845	13653148	13652845	13652929	13654352	13654427
848	"PYCR2"	"PYCR2"	chr1	-	225921857	225923771	225923700	225923771	225921551	225921644
849	"TRIO"	"TRIO"	chr5	+	14487463	14488260	14487463	14487730	14492566	14492814
850	"PTMA"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231712442	231712516
851	"DPP4"	"DPP4"	chr2	-	162038944	162039021	162038948	162039021	162038301	162038422
852	"DPP4"	"DPP4"	chr2	-	162046701	162047006	162046914	162047006	162045531	162045612
853	"TNFRSF25"	"TNFRSF25"	chr1	-	6462862	6463127	6463071	6463127	6462628	6462666
854	"ALG6"	"ALG6"	chr1	+	63370770	63371287	63370770	63371059	63396512	63396597
855	"PSMC3"	"PSMC3"	chr11	-	47424045	47424183	47424108	47424183	47422829	47422973
856	"FCRL1"	"FCRL1"	chr1	-	157797680	157797820	157797758	157797820	157797100	157797132
857	"EXOC3"	"EXOC3"	chr5	+	462156	462529	462156	462307	464289	465272
858	"NXPE3"	"NXPE3"	chr3	+	101779733	101779934	101779733	101779900	101782109	101782290
859	"RNF187"	"RNF187"	chr1	+	228488959	228489056	228488959	228489052	228493052	228493274
860	"KLHL36"	"KLHL36"	chr16	+	84656870	84657944	84656870	84657913	84659759	84659917
861	"KLHL36"	"KLHL36"	chr16	+	84656870	84657944	84656870	84657913	84661577	84662314
862	"SPEF2"	"SPEF2"	chr5	+	35694287	35694363	35694287	35694348	35695734	35695796
863	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426661	178426365	178426505	178430694	178430889
864	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426505	178430694	178430889
865	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426661	178430694	178430889
866	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426661	178426365	178426505	178430769	178430889
867	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426505	178430769	178430889
868	"AC009948.5"	"AC009948.5"	chr2	+	178426365	178426703	178426365	178426661	178430769	178430889
869	"CENPL"	"CENPL"	chr1	-	173806438	173806576	173806458	173806576	173802962	173803505
870	"HDHD2"	"HDHD2"	chr18	-	47136301	47136449	47136338	47136449	47134495	47134677
871	"NEDD4L"	"NEDD4L"	chr18	+	58149332	58149569	58149332	58149559	58165787	58165861
872	"NEDD4L"	"NEDD4L"	chr18	+	58227829	58227907	58227829	58227888	58245426	58245508
873	"HPS1"	"HPS1"	chr10	-	98433939	98434091	98433982	98434091	98430570	98430670
874	"HPS1"	"HPS1"	chr10	-	98433939	98434091	98433982	98434091	98431130	98431291
875	"SEPT10"	"SEPT10"	chr2	-	109593046	109593119	109593050	109593119	109567814	109567976
876	"SEPT10"	"SEPT10"	chr2	-	109593046	109593119	109593050	109593119	109585725	109585838
877	"PPP2CB"	"PPP2CB"	chr8	-	30799545	30799755	30799716	30799755	30797580	30797754
878	"RNF170"	"RNF170"	chr8	-	42887727	42887871	42887848	42887871	42873930	42874006
879	"RNF170"	"RNF170"	chr8	-	42896253	42896723	42896483	42896723	42887727	42887871
880	"PRPS2"	"PRPS2"	chrX	+	12799206	12799399	12799206	12799390	12809233	12809332
881	"CCDC17"	"CCDC17"	chr1	-	45621557	45621735	45621637	45621735	45621280	45621484
882	"MRC2"	"MRC2"	chr17	+	62678503	62678646	62678503	62678617	62679799	62679902
883	"USP53"	"USP53"	chr4	+	119267319	119267482	119267319	119267435	119268267	119268420
884	"DST"	"DST"	chr6	-	56573678	56573887	56573731	56573887	56572746	56573064
885	"DHODH"	"DHODH"	chr16	+	72023164	72023323	72023164	72023318	72023479	72023633
886	"RRNAD1"	"RRNAD1"	chr1	+	156731990	156732473	156731990	156732115	156732984	156733047
887	"SF3B1"	"SF3B1"	chr2	-	197423807	197423974	197423893	197423974	197421028	197421133
888	"TMEM116"	"TMEM116"	chr12	-	111936691	111936830	111936741	111936830	111933885	111934030
889	"ANKRD12"	"ANKRD12"	chr18	+	9208656	9208803	9208656	9208797	9211583	9211784
890	"ALG1L2"	"ALG1L2"	chr3	+	130094402	130094513	130094402	130094467	130096048	130096163
891	"NFIX"	"NFIX"	chr19	+	13025020	13025552	13025020	13025368	13073046	13073109
892	"PAXIP1"	"PAXIP1"	chr7	-	154947831	154948003	154947902	154948003	154946678	154946813
893	"GSKIP"	"GSKIP"	chr14	+	96379687	96379788	96379687	96379755	96382246	96382505
894	"KLRD1"	"KLRD1"	chr12	+	10311463	10311619	10311463	10311615	10313409	10313513
895	"MED23"	"MED23"	chr6	-	131592387	131593171	131593005	131593171	131591312	131591527
896	"NMD3"	"NMD3"	chr3	+	161224929	161225064	161224929	161225018	161227246	161227343
897	"RPL12"	"RPL12"	chr9	-	127449609	127451405	127451280	127451405	127449280	127449362
898	"RPL12"	"RPL12"	chr9	-	127451049	127451405	127451280	127451405	127449609	127449708
899	"RPL12"	"RPL12"	chr9	-	127451049	127451405	127451280	127451405	127450730	127450804
900	"CTIF"	"CTIF"	chr18	+	48757918	48758411	48757918	48758405	48761389	48761689
901	"ZC3H14"	"ZC3H14"	chr14	+	88602827	88603060	88602827	88603045	88607242	88607363
902	"ARHGAP4"	"ARHGAP4"	chrX	-	153910170	153910611	153910505	153910611	153910011	153910085
903	"AC004862.6"	"AC004862.6"	chr7	-	80373811	80373887	80373815	80373887	80372126	80372294
904	"AC004862.6"	"AC004862.6"	chr7	-	80383902	80384124	80384047	80384124	80380294	80380446
905	"ZNF688"	"ZNF688"	chr16	-	30571433	30572734	30572121	30572734	30571009	30571123
906	"UBE2I"	"UBE2I"	chr16	+	1312346	1312603	1312346	1312558	1314019	1314096
907	"UBE2I"	"UBE2I"	chr16	+	1312346	1312667	1312346	1312558	1314019	1314096
908	"UBE2I"	"UBE2I"	chr16	+	1312346	1312667	1312346	1312603	1314019	1314096
909	"UBE2I"	"UBE2I"	chr16	+	1315653	1315730	1315653	1315726	1320173	1320283
910	"CDIP1"	"CDIP1"	chr16	-	216018	216174	216138	216174	215113	215270
911	"CDIP1"	"CDIP1"	chr16	-	216897	216987	216953	216987	216018	216174
912	"CDIP1"	"CDIP1"	chr16	-	4513695	4513851	4513815	4513851	4512790	4512947
913	"CDIP1"	"CDIP1"	chr16	-	4514574	4514664	4514630	4514664	4513695	4513851
914	"TNKS1BP1"	"TNKS1BP1"	chr11	-	57320064	57320712	57320078	57320712	57317817	57317887
915	"PGAP2"	"PGAP2"	chr11	+	3824269	3824376	3824269	3824364	3824795	3825128
916	"PGAP2"	"PGAP2"	chr11	+	3824269	3824455	3824269	3824364	3824795	3825128
917	"PGAP2"	"PGAP2"	chr11	+	3824269	3824455	3824269	3824376	3824795	3825128
918	"PGAP2"	"PGAP2"	chr11	+	3824269	3824376	3824269	3824364	3825019	3825128
919	"PGAP2"	"PGAP2"	chr11	+	3824269	3824449	3824269	3824364	3825019	3825128
920	"PGAP2"	"PGAP2"	chr11	+	3824269	3824455	3824269	3824364	3825019	3825128
921	"PGAP2"	"PGAP2"	chr11	+	3824269	3824449	3824269	3824376	3825019	3825128
922	"PGAP2"	"PGAP2"	chr11	+	3824269	3824455	3824269	3824376	3825019	3825128
923	"PGAP2"	"PGAP2"	chr11	+	3824269	3824455	3824269	3824449	3825019	3825128
924	"PMP22"	"PMP22"	chr17	-	15262424	15262589	15262428	15262589	15260649	15260761
925	"MTMR14"	"MTMR14"	chr3	+	9662266	9662375	9662266	9662285	9669431	9669492
926	"HEATR9"	"HEATR9"	chr17	-	97482	97657	97526	97657	93419	93602
927	"HEATR9"	"HEATR9"	chr17	-	99289	99422	99409	99422	99028	99085
928	"HEATR9"	"HEATR9"	chr17	-	99746	99928	99750	99928	99289	99422
929	"HEATR9"	"HEATR9"	chr17	-	35862950	35863125	35862994	35863125	35858887	35859070
930	"HEATR9"	"HEATR9"	chr17	-	35864757	35864890	35864877	35864890	35864496	35864553
931	"HEATR9"	"HEATR9"	chr17	-	35865214	35865396	35865218	35865396	35864757	35864890
932	"TBCB"	"TBCB"	chr19	+	36121526	36121718	36121526	36121669	36125450	36125523
933	"CUL9"	"CUL9"	chr6	+	43216157	43216503	43216157	43216385	43220458	43220599
934	"FASN"	"FASN"	chr17	-	82086253	82086558	82086259	82086558	82085481	82085871
935	"ADAM28"	"ADAM28"	chr8	+	24343505	24343588	24343505	24343584	24349863	24349972
936	"PARD3"	"PARD3"	chr10	-	34337274	34337426	34337277	34337426	34336198	34336243
937	"PARD3"	"PARD3"	chr10	-	34337274	34337426	34337364	34337426	34336198	34336243
938	"PARD3"	"PARD3"	chr10	-	34337277	34337426	34337364	34337426	34336198	34336243
939	"PARD3"	"PARD3"	chr10	-	34347955	34348115	34347964	34348115	34341626	34341816
940	"PARD3"	"PARD3"	chr10	-	34347955	34348115	34347964	34348115	34346197	34346449
941	"PIGH"	"PIGH"	chr14	-	67593727	67593952	67593742	67593952	67592634	67592718
942	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4280412	4280540	4280412	4280523	4280852	4280876
943	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4329301	4329429	4329301	4329412	4329741	4329765
944	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4384815	4384943	4384815	4384926	4385255	4385279
945	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4390430	4390558	4390430	4390541	4390870	4390894
946	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4497564	4497692	4497564	4497675	4498004	4498028
947	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4505481	4505609	4505481	4505592	4505921	4505945
948	"HLA-DPB1"	"HLA-DPB1"	chr6	+	4534761	4534889	4534761	4534872	4535201	4535225
949	"HLA-DPB1"	"HLA-DPB1"	chr6	+	33085778	33085906	33085778	33085889	33086218	33086242
950	"RABL2B"	"RABL2B"	chr22	-	50769424	50769549	50769454	50769549	50769040	50769124
951	"RABL2B"	"RABL2B"	chr22	-	50783038	50783286	50783044	50783286	50782187	50782351
952	"COA1"	"COA1"	chr7	-	43650492	43650712	43650611	43650712	43648599	43648652
953	"ZMYND8"	"ZMYND8"	chr20	-	47238757	47239138	47238895	47239138	47236325	47236516
954	"RASA4B"	"RASA4B"	chr7	-	102487785	102488598	102488219	102488598	102485038	102485159
955	"RASA4B"	"RASA4B"	chr7	-	102487785	102488598	102488462	102488598	102485038	102485159
956	"RASA4B"	"RASA4B"	chr7	-	102488219	102488598	102488462	102488598	102485038	102485159
957	"KHSRP"	"KHSRP"	chr19	-	6415533	6415734	6415608	6415734	6415379	6415457
958	"CCDC66"	"CCDC66"	chr3	+	56566593	56566759	56566593	56566740	56566949	56567053
959	"MTCH1"	"MTCH1"	chr6	-	36972651	36972796	36972702	36972796	36970646	36970694
960	"KLHL17"	"KLHL17"	chr1	+	964106	964180	964106	964167	964348	964530
961	"MED22"	"MED22"	chr9	-	133347921	133348117	133347941	133348117	133346539	133346700
962	"PBRM1"	"PBRM1"	chr3	-	52563282	52563493	52563363	52563493	52561766	52561968
963	"R3HDM1"	"R3HDM1"	chr2	+	135641535	135641790	135641535	135641604	135645378	135645527
964	"ENY2"	"ENY2"	chr8	+	109334323	109334474	109334323	109334402	109336127	109336204
965	"ZNF24"	"ZNF24"	chr18	-	35344359	35344456	35344369	35344456	35340230	35340733
966	"TENM2"	"TENM2"	chr5	+	168126753	168126966	168126753	168126939	168162610	168162757
967	"DNAJA4"	"DNAJA4"	chr15	+	78274196	78274424	78274196	78274408	78275497	78275728
968	"EEF2KMT"	"EEF2KMT"	chr16	-	5095374	5095514	5095451	5095514	5091793	5091895
969	"BIRC5"	"BIRC5"	chr17	+	78214679	78214793	78214679	78214789	78215965	78216034
970	"BIRC5"	"BIRC5"	chr17	+	78215965	78216066	78215965	78216034	78216663	78216781
971	"BIRC5"	"BIRC5"	chr17	+	78215965	78216781	78215965	78216034	78222827	78222979
972	"BIRC5"	"BIRC5"	chr17	+	78214679	78214793	78214679	78214789	78223464	78225636
973	"THAP9"	"THAP9"	chr4	+	82904735	82904941	82904735	82904931	82905860	82905926
974	"THAP9"	"THAP9"	chr4	+	82904735	82904941	82904735	82904931	82906323	82906627
975	"BUB1"	"BUB1"	chr2	-	110676532	110676623	110676576	110676623	110674305	110674365
976	"CGA"	"CGA"	chr6	-	87088093	87088207	87088112	87088207	87086249	87086434
977	"CHCHD7"	"CHCHD7"	chr8	+	56211788	56212174	56211788	56211837	56214597	56214667
978	"CHCHD7"	"CHCHD7"	chr8	+	56212761	56212909	56212761	56212889	56214597	56214667
979	"CHCHD7"	"CHCHD7"	chr8	+	56216388	56216531	56216388	56216506	56216679	56216754
980	"IBTK"	"IBTK"	chr6	-	82227163	82227302	82227191	82227302	82225476	82225647
981	"UIMC1"	"UIMC1"	chr5	-	176968554	176969291	176969052	176969291	176958092	176958154
982	"UIMC1"	"UIMC1"	chr5	-	176969596	176969706	176969600	176969706	176968554	176969291
983	"ISYNA1"	"ISYNA1"	chr19	-	18435247	18435483	18435265	18435483	18434820	18435117
984	"ISYNA1"	"ISYNA1"	chr19	-	18437598	18437988	18437859	18437988	18436972	18437105
985	"MSH5-SAPCD1"	"MSH5-SAPCD1"	chr6	+	3009591	3009729	3009591	3009639	3009885	3009959
986	"MSH5-SAPCD1"	"MSH5-SAPCD1"	chr6	+	3061109	3061247	3061109	3061157	3061403	3061477
987	"MSH5-SAPCD1"	"MSH5-SAPCD1"	chr6	+	3239074	3239212	3239074	3239122	3239368	3239442
988	"MSH5-SAPCD1"	"MSH5-SAPCD1"	chr6	+	31761817	31761955	31761817	31761865	31762111	31762185
989	"ZBTB7C"	"ZBTB7C"	chr18	-	48180329	48180477	48180386	48180477	48041032	48041123
990	"ZBTB7C"	"ZBTB7C"	chr18	-	48165126	48165257	48165130	48165257	48076935	48077003
991	"RRM1"	"RRM1"	chr11	+	4119844	4119970	4119844	4119928	4121603	4121765
992	"PHYH"	"PHYH"	chr10	-	13291824	13291912	13291830	13291912	13288359	13288541
993	"RFX8"	"RFX8"	chr2	-	101421699	101421777	101421723	101421777	101418850	101418964
994	"WIPF2"	"WIPF2"	chr17	+	40260534	40260667	40260534	40260627	40262524	40262641
995	"WHSC1L1"	"WHSC1L1"	chr8	-	38281466	38281583	38281499	38281583	38279539	38279681
996	"IL1B"	"IL1B"	chr2	-	112833116	112833575	112833373	112833575	112832661	112832826
997	"TMEM150A"	"TMEM150A"	chr2	-	85601305	85601482	85601434	85601482	85601020	85601107
998	"DET1"	"DET1"	chr15	-	88530622	88531473	88531296	88531473	88527598	88527786
999	"DET1"	"DET1"	chr15	-	88530622	88531715	88531608	88531715	88527598	88527786
1000	"DET1"	"DET1"	chr15	-	88530622	88531715	88531612	88531715	88527598	88527786
1001	"DET1"	"DET1"	chr15	-	88531608	88531715	88531612	88531715	88527598	88527786
1002	"TMEM191C"	"TMEM191C"	chr22	+	21467893	21468202	21467893	21468017	21468314	21468431
1003	"TMEM191C"	"TMEM191C"	chr22	+	21468943	21469062	21468943	21469003	21469273	21469346
1004	"HARS2"	"HARS2"	chr5	+	140691794	140692017	140691794	140691937	140693590	140693665
1005	"TDRKH"	"TDRKH"	chr1	-	151779950	151780140	151780050	151780140	151779102	151779242
1006	"TDRKH"	"TDRKH"	chr1	-	151790379	151790488	151790398	151790488	151782898	151783049
1007	"APAF1"	"APAF1"	chr12	+	98648625	98648815	98648625	98648782	98649486	98649684
1008	"ADAMTS13"	"ADAMTS13"	chr9	+	133455284	133455603	133455284	133455435	133456068	133456215
1009	"PEX5"	"PEX5"	chr12	+	7190361	7190569	7190361	7190524	7190887	7190923
1010	"OTUD4"	"OTUD4"	chr4	-	145165150	145165197	145165191	145165197	145164153	145164226
1011	"STUB1"	"STUB1"	chr16	+	681792	681903	681792	681880	682019	682076
1012	"INPP5B"	"INPP5B"	chr1	-	37931672	37932053	37931912	37932053	37891357	37891454
1013	"MTR"	"MTR"	chr1	+	236838413	236838599	236838413	236838518	236850343	236850523
1014	"DNAJC24"	"DNAJC24"	chr11	+	31426286	31426480	31426286	31426355	31430270	31431849
1015	"DAB1-AS1"	"DAB1-AS1"	chr1	+	57862454	57863040	57862454	57862519	57864421	57864594
1016	"DAB1-AS1"	"DAB1-AS1"	chr1	+	57862454	57862927	57862454	57862519	57876730	57876842
1017	"DAB1-AS1"	"DAB1-AS1"	chr1	+	57862454	57863040	57862454	57862519	57876730	57876842
1018	"DAB1-AS1"	"DAB1-AS1"	chr1	+	57862454	57863040	57862454	57862927	57876730	57876842
1019	"TGFBI"	"TGFBI"	chr5	+	136046334	136046556	136046334	136046495	136046850	136047015
1020	"GPR107"	"GPR107"	chr9	+	130077298	130077378	130077298	130077374	130079629	130079769
1021	"RAB4B"	"RAB4B"	chr19	+	40780018	40780099	40780018	40780097	40780384	40780499
1022	"RAB4B"	"RAB4B"	chr19	+	40780018	40780499	40780018	40780099	40783777	40783840
1023	"MSLN"	"MSLN"	chr16	+	765109	765303	765109	765223	765690	765790
1024	"FXYD7"	"FXYD7"	chr19	+	35151439	35151482	35151439	35151473	35151632	35151673
1025	"METTL10"	"METTL10"	chr10	-	124789038	124789157	124789042	124789157	124774674	124774782
1026	"INTS8"	"INTS8"	chr8	+	94865505	94865700	94865505	94865690	94866157	94866191
1027	"INTS8"	"INTS8"	chr8	+	94866311	94866353	94866311	94866351	94867139	94867196
1028	"RNFT1"	"RNFT1"	chr17	-	59962826	59963284	59962931	59963284	59962539	59962616
1029	"TSN"	"TSN"	chr2	+	121757239	121757434	121757239	121757333	121758709	121758806
1030	"GLMP"	"GLMP"	chr1	-	156295296	156295689	156295525	156295689	156294758	156295016
1031	"STK25"	"STK25"	chr2	-	241497181	241497378	241497299	241497378	241496397	241496534
1032	"STK25"	"STK25"	chr2	-	241501477	241501698	241501527	241501698	241500739	241500796
1033	"SPATA7"	"SPATA7"	chr14	+	88385672	88386031	88385672	88385837	88391380	88391455
1034	"SPATA7"	"SPATA7"	chr14	+	88396155	88396203	88396155	88396184	88416710	88416844
1035	"CCNB1IP1"	"CCNB1IP1"	chr14	-	20317793	20317974	20317794	20317974	20316226	20316560
1036	"CCNB1IP1"	"CCNB1IP1"	chr14	-	20329173	20329373	20329223	20329373	20326715	20326793
1037	"LINC01619"	"LINC01619"	chr12	-	91987532	91987643	91987555	91987643	91985777	91986697
1038	"LINC01619"	"LINC01619"	chr12	-	91990283	91990362	91990287	91990362	91989096	91989193
1039	"LILRA6"	"LILRA6"	chr19	-	216346	216649	216432	216649	215601	215898
1040	"LILRA6"	"LILRA6"	chr19	-	216563	216866	216649	216866	215818	216115
1041	"LILRA6"	"LILRA6"	chr19	-	216564	216867	216650	216867	215819	216116
1042	"LILRA6"	"LILRA6"	chr19	-	216565	216868	216651	216868	215820	216117
1043	"LILRA6"	"LILRA6"	chr19	-	54241575	54241878	54241661	54241878	54240830	54241127
1044	"LINC01320"	"LINC01320"	chr2	+	34721998	34722438	34721998	34722121	34732447	34732557
1045	"LINC01320"	"LINC01320"	chr2	+	34721998	34722438	34721998	34722121	34737320	34737576
1046	"VEGFA"	"VEGFA"	chr6	+	43780731	43780803	43780731	43780785	43781955	43782087
1047	"VEGFA"	"VEGFA"	chr6	+	43780731	43780854	43780731	43780785	43781955	43782087
1048	"VEGFA"	"VEGFA"	chr6	+	43780731	43780854	43780731	43780803	43781955	43782087
1049	"VEGFA"	"VEGFA"	chr6	+	43780731	43780803	43780731	43780785	43784540	43784562
1050	"VEGFA"	"VEGFA"	chr6	+	43781955	43782087	43781955	43782052	43784540	43784562
1051	"XPO5"	"XPO5"	chr6	-	43527633	43527731	43527670	43527731	43526684	43526747
1052	"XPO5"	"XPO5"	chr6	-	43573397	43573601	43573479	43573601	43572505	43572578
1053	"AXDND1"	"AXDND1"	chr1	+	179365971	179366126	179365971	179366000	179366403	179366606
1054	"NAB1"	"NAB1"	chr2	+	190655976	190656159	190655976	190656153	190659157	190659995
1055	"NAB1"	"NAB1"	chr2	+	190655976	190656159	190655976	190656153	190659276	190659585
1056	"PSMC5"	"PSMC5"	chr17	+	63828137	63829563	63828137	63828209	63829851	63829949
1057	"MFAP4"	"MFAP4"	chr17	-	19387040	19387190	19387149	19387190	19386759	19386838
1058	"HSD17B10"	"HSD17B10"	chrX	-	53431797	53431906	53431824	53431906	53431257	53431594
1059	"HSD17B10"	"HSD17B10"	chrX	-	53431973	53432116	53431987	53432116	53431858	53431906
1060	"TRPV1"	"TRPV1"	chr17	-	3588187	3588367	3588217	3588367	3585767	3585926
1061	"LRRC16B"	"LRRC16B"	chr14	+	24064957	24065750	24064957	24065273	24066397	24066464
1062	"SEPT4"	"SEPT4"	chr17	-	58526681	58526978	58526766	58526978	58526219	58526313
1063	"SEPT4"	"SEPT4"	chr17	-	58526681	58526978	58526931	58526978	58526219	58526313
1064	"SEPT4"	"SEPT4"	chr17	-	58526766	58526978	58526931	58526978	58526219	58526313
1065	"MCIDAS"	"MCIDAS"	chr5	-	55222946	55223023	55222950	55223023	55222175	55222399
1066	"TMIGD2"	"TMIGD2"	chr19	-	4294566	4294680	4294578	4294680	4292231	4292885
1067	"GCNT2"	"GCNT2"	chr6	+	10528630	10529836	10528630	10528841	10621350	10621443
1068	"APC2"	"APC2"	chr19	+	1450148	1450338	1450148	1450330	1452983	1453142
1069	"RHOH"	"RHOH"	chr4	+	40242713	40242846	40242713	40242834	40243177	40244764
1070	"LTF"	"LTF"	chr3	-	46448862	46449017	46448868	46449017	46447307	46447398
1071	"BACE1"	"BACE1"	chr11	-	117295130	117295347	117295262	117295347	117293870	117293933
