ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1766	"METTL3"	"METTL3"	chr14	-	21499024	21499600	21499024	21499137	21499491	21499600
1769	"PRICKLE4"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41783733	41784238
1770	"PRICKLE4"	"PRICKLE4"	chr6	+	41783461	41784238	41783461	41783605	41784130	41784238
1774	"DNAJC2"	"DNAJC2"	chr7	-	103322510	103322794	103322510	103322632	103322702	103322794
1777	"TYW1"	"TYW1"	chr7	+	67067284	67067403	67067284	67067334	67067335	67067403
1778	"CCDC78"	"CCDC78"	chr16	-	722921	723161	722921	723018	723094	723161
1779	"CCDC78"	"CCDC78"	chr16	-	722921	723161	722921	723022	723094	723161
1781	"CCDC78"	"CCDC78"	chr16	-	724321	724806	724321	724509	724680	724806
1788	"FAM3A"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242
1789	"TSPAN4"	"TSPAN4"	chr11	+	864436	865825	864436	864511	865693	865825
1815	"DDX41"	"DDX41"	chr5	-	177512495	177512876	177512495	177512645	177512779	177512876
1816	"DDX41"	"DDX41"	chr5	-	177513352	177513847	177513352	177513484	177513684	177513847
1817	"DDX41"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193
1820	"PISD"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472
1826	"ADCY6"	"ADCY6"	chr12	-	48770765	48771973	48770765	48770970	48771709	48771973
1827	"ADCY6"	"ADCY6"	chr12	-	48773468	48774098	48773468	48773647	48773939	48774098
1834	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004476	37004561
1835	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561
1837	"SLC50A1"	"SLC50A1"	chr1	+	155138179	155138853	155138179	155138509	155138759	155138853
1856	"NKTR"	"NKTR"	chr3	+	42620015	42621516	42620015	42620043	42621428	42621516
1858	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772217	74772277
1859	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772039	74772217	74772277
1860	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772217	74772277
1861	"PILRB"	"PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914
1864	"PACS2"	"PACS2"	chr14	+	105383358	105384463	105383358	105383513	105384352	105384463
1869	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378893	46379111
1870	"DGKZ"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378990	46379111
1885	"C15orf52"	"C15orf52"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619
1891	"RPRD1A"	"RPRD1A"	chr18	-	35989823	35993300	35989823	35990595	35993101	35993300
1893	"CYTH2"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474949	48478065	48478145
1894	"CYTH2"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474949	48478068	48478145
1895	"CYTH2"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474953	48478068	48478145
1909	"PAQR6"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250
1913	"NRD1"	"NRD1"	chr1	-	51789211	51789433	51789211	51789315	51789316	51789433
1921	"ANK3"	"ANK3"	chr10	-	60059339	60060006	60059339	60059430	60059697	60060006
1924	"ALAD"	"ALAD"	chr9	-	113390592	113390933	113390592	113390676	113390797	113390933
1935	"COL7A1"	"COL7A1"	chr3	-	48570133	48570334	48570133	48570178	48570274	48570334
1936	"COL7A1"	"COL7A1"	chr3	-	48571242	48572045	48571242	48571278	48572000	48572045
1959	"CDK18"	"CDK18"	chr1	+	205529520	205530349	205529520	205529563	205530185	205530349
1960	"CDK18"	"CDK18"	chr1	+	205529520	205530349	205529520	205529563	205530258	205530349
1961	"EIF2B4"	"EIF2B4"	chr2	-	27367745	27367822	27367745	27367802	27367804	27367822
1964	"DLG1"	"DLG1"	chr3	-	197065275	197065809	197065275	197065448	197065707	197065809
1967	"PINK1"	"PINK1"	chr1	+	20648504	20649231	20648504	20648632	20648994	20649231
1969	"ZSCAN25"	"ZSCAN25"	chr7	+	99619560	99621574	99619560	99619993	99621372	99621574
1970	"ZSCAN25"	"ZSCAN25"	chr7	+	99619560	99621574	99619560	99619997	99621372	99621574
1974	"WDR73"	"WDR73"	chr15	-	84647889	84648625	84647889	84647954	84648536	84648625
1982	"IL17RB"	"IL17RB"	chr3	+	53857615	53858818	53857615	53857690	53858718	53858818
1983	"RUSC1"	"RUSC1"	chr1	+	155325101	155325490	155325101	155325178	155325315	155325490
1984	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326579	155327132
1985	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326609	155327132
1986	"RUSC1"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326897	155327132
1989	"MICALL2"	"MICALL2"	chr7	-	1438096	1438353	1438096	1438220	1438288	1438353
1993	"CLEC7A"	"CLEC7A"	chr12	-	10116776	10118590	10116776	10117249	10118153	10118590
1995	"CLEC7A"	"CLEC7A"	chr12	-	10129979	10130257	10129979	10130097	10130202	10130257
1997	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976583	122976767
1998	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976600	122976767
1999	"OGFOD2"	"OGFOD2"	chr12	+	122975810	122976767	122975810	122975867	122976653	122976767
2000	"OGFOD2"	"OGFOD2"	chr12	+	122978324	122978569	122978324	122978359	122978441	122978569
2004	"RHBDF2"	"RHBDF2"	chr17	-	76478805	76479277	76478805	76479009	76479081	76479277
2010	"GPAA1"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083424	144083713	144083861
2011	"GPAA1"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083500	144083713	144083861
2012	"GPAA1"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083424	144083817	144083861
2013	"GPAA1"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083500	144083817	144083861
2029	"SAP30BP"	"SAP30BP"	chr17	+	75705610	75706092	75705610	75705693	75706007	75706092
2035	"MCM3AP"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886
2036	"PRR11"	"PRR11"	chr17	+	59185053	59185562	59185053	59185204	59185439	59185562
2038	"METTL4"	"METTL4"	chr18	-	2552694	2555038	2552694	2552764	2554668	2555038
2041	"TCAIM"	"TCAIM"	chr3	+	44400354	44401334	44400354	44400587	44401202	44401334
2064	"REV3L"	"REV3L"	chr6	-	111482749	111483229	111482749	111482931	111483189	111483229
2065	"RNF181"	"RNF181"	chr2	+	85597103	85597581	85597103	85597178	85597444	85597581
2076	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715081	30716507	30716676
2077	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715141	30716507	30716676
2078	"CAPRIN2"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715144	30716507	30716676
2081	"PDCD2L"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34404929	34404990
2083	"FASTK"	"FASTK"	chr7	-	151076912	151077236	151076912	151077027	151077100	151077236
2084	"FASTK"	"FASTK"	chr7	-	151077100	151077401	151077100	151077236	151077309	151077401
2086	"FASTK"	"FASTK"	chr7	-	151077309	151077780	151077309	151077401	151077620	151077780
2087	"FASTK"	"FASTK"	chr7	-	151076912	151078092	151076912	151077780	151077878	151078092
2093	"DDX51"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141102	132141420
2094	"DDX51"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141274	132141420
2098	"PSMD4"	"PSMD4"	chr1	+	151264831	151265234	151264831	151264918	151265165	151265234
2099	"PSMD4"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266112	151266307	151266439
2100	"PSMD4"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266121	151266307	151266439
2102	"DCAF7"	"DCAF7"	chr17	+	63588999	63594266	63588999	63589237	63594202	63594266
2103	"SLC35A5"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581178	112581326
2104	"SLC35A5"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581244	112581326
2107	"S100A13"	"S100A13"	chr1	-	153626319	153627598	153626319	153626533	153627482	153627598
2113	"NABP2"	"NABP2"	chr12	+	56226178	56226419	56226178	56226260	56226355	56226419
2116	"C11orf95"	"C11orf95"	chr11	-	63764867	63765254	63764867	63764919	63765042	63765254
2119	"RBM6"	"RBM6"	chr3	+	50061461	50062108	50061461	50061547	50061961	50062108
2125	"NPAS2"	"NPAS2"	chr2	+	100982230	100988276	100982230	100982377	100988078	100988276
2126	"GPAT4"	"GPAT4"	chr8	+	41598291	41599304	41598291	41598476	41599233	41599304
2138	"TSPYL2"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866
2145	"AP3D1"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109125	2109872	2109958
2146	"AP3D1"	"AP3D1"	chr19	-	2109085	2109958	2109085	2109207	2109872	2109958
2149	"GAPDH"	"GAPDH"	chr12	+	6536683	6537010	6536683	6536790	6536919	6537010
2150	"GAPDH"	"GAPDH"	chr12	+	6536683	6537010	6536683	6536817	6536919	6537010
2152	"GPR137"	"GPR137"	chr11	+	64287720	64288013	64287720	64287907	64287908	64288013
2155	"JMJD8"	"JMJD8"	chr16	-	683321	683598	683321	683441	683529	683598
2163	"DPH5"	"DPH5"	chr1	-	101021640	101021765	101021640	101021647	101021648	101021765
2164	"PI4KA"	"PI4KA"	chr22	-	20712692	20713390	20712692	20712797	20713280	20713390
2166	"RSRC2"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519029	122521295	122521428
2167	"RSRC2"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519029	122521384	122521428
2168	"RSRC2"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
2174	"ZSWIM7"	"ZSWIM7"	chr17	-	15976559	15978163	15976559	15977092	15978043	15978163
2175	"ZSWIM7"	"ZSWIM7"	chr17	-	15977726	15978163	15977726	15977913	15978043	15978163
2177	"PPOX"	"PPOX"	chr1	+	161167099	161167486	161167099	161167234	161167338	161167486
2178	"PPOX"	"PPOX"	chr1	+	161167099	161167486	161167099	161167234	161167370	161167486
2179	"PPOX"	"PPOX"	chr1	+	161170906	161171181	161170906	161170949	161171033	161171181
2211	"GAS5"	"GAS5"	chr1	-	173863900	173864304	173863900	173864075	173864256	173864304
2212	"GAS5"	"GAS5"	chr1	-	173864256	173864506	173864256	173864304	173864483	173864506
2213	"GAS5"	"GAS5"	chr1	-	173864256	173864704	173864256	173864304	173864674	173864704
2214	"GAS5"	"GAS5"	chr1	-	173864483	173864704	173864483	173864506	173864674	173864704
2215	"GAS5"	"GAS5"	chr1	-	173864256	173865282	173864256	173864304	173865228	173865282
2216	"GAS5"	"GAS5"	chr1	-	173864256	173865282	173864256	173864704	173865228	173865282
2217	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865470	173865547
2218	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865509	173865547
2219	"GAS5"	"GAS5"	chr1	-	173865856	173866206	173865856	173865894	173866176	173866206
2220	"GAS5"	"GAS5"	chr1	-	173866527	173866796	173866527	173866567	173866760	173866796
2230	"TMEM52"	"TMEM52"	chr1	-	1919044	1919269	1919044	1919088	1919181	1919269
2235	"ATXN2L"	"ATXN2L"	chr16	+	28835277	28835758	28835277	28835399	28835545	28835758
2236	"ATXN2L"	"ATXN2L"	chr16	+	28835277	28835758	28835277	28835399	28835548	28835758
2237	"ATXN2L"	"ATXN2L"	chr16	+	28835277	28835758	28835277	28835399	28835554	28835758
2238	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836122	28836448	28836485
2239	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836176	28836448	28836485
2240	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836727	28837237
2241	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836485	28836727	28837237
2242	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836747	28837237
2243	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836747	28837237
2244	"ATXN2L"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836750	28837237
2264	"NSD1"	"NSD1"	chr5	+	177135086	177136030	177135086	177135200	177135940	177136030
2273	"PGAP1"	"PGAP1"	chr2	-	196847002	196848037	196847002	196847200	196847946	196848037
2276	"SH3BGRL3"	"SH3BGRL3"	chr1	+	26279175	26280203	26279175	26279841	26279843	26280203
2280	"TNFAIP3"	"TNFAIP3"	chr6	+	137878431	137879351	137878431	137879323	137879325	137879351
2298	"SSX2IP"	"SSX2IP"	chr1	-	84662197	84662530	84662197	84662375	84662454	84662530
2299	"SSX2IP"	"SSX2IP"	chr1	-	84669680	84670815	84669680	84669893	84670645	84670815
2310	"THOC6"	"THOC6"	chr16	+	3025923	3026288	3025923	3026166	3026250	3026288
2311	"DTX3"	"DTX3"	chr12	+	57605988	57606252	57605988	57606029	57606189	57606252
2331	"MFSD12"	"MFSD12"	chr19	-	3544198	3544732	3544198	3544307	3544354	3544732
2334	"PRMT5"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920839	22921056
2335	"PRMT5"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920987	22921056
2341	"KLHL35"	"KLHL35"	chr11	-	75425392	75426638	75425392	75425581	75426519	75426638
2342	"IFT27"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
2350	"TONSL"	"TONSL"	chr8	-	144432284	144433759	144432284	144432460	144433587	144433759
2351	"TONSL"	"TONSL"	chr8	-	144438652	144438735	144438652	144438664	144438665	144438735
2352	"TONSL"	"TONSL"	chr8	-	144440350	144440476	144440350	144440429	144440431	144440476
2355	"SUPT7L"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661388	27662178	27662281
2356	"SUPT7L"	"SUPT7L"	chr2	-	27660983	27662281	27660983	27661601	27662178	27662281
2357	"PROSER3"	"PROSER3"	chr19	+	35766767	35768065	35766767	35766955	35767803	35768065
2359	"RPL4"	"RPL4"	chr15	-	66500948	66501504	66500948	66501105	66501374	66501504
2365	"DBNL"	"DBNL"	chr7	+	44057781	44058280	44057781	44057859	44058128	44058280
2370	"U2AF1L4"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421
2382	"LRRC41"	"LRRC41"	chr1	-	46279181	46279614	46279181	46279257	46279491	46279614
2410	"BAZ2B"	"BAZ2B"	chr2	-	159404848	159404910	159404848	159404901	159404902	159404910
2418	"STARD10"	"STARD10"	chr11	-	72780974	72781294	72780974	72781274	72781275	72781294
2431	"HDAC10"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472
2432	"HDAC10"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385
2433	"ILVBL"	"ILVBL"	chr19	-	15116000	15116321	15116000	15116071	15116151	15116321
2434	"ILVBL"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015
2435	"ILVBL"	"ILVBL"	chr19	-	15122692	15123030	15122692	15122804	15122891	15123030
2438	"UBA5"	"UBA5"	chr3	+	132671776	132672177	132671776	132671881	132672049	132672177
2440	"TOM1"	"TOM1"	chr22	+	35323495	35323630	35323495	35323621	35323622	35323630
2441	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171277	129171445	129171538
2442	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171280	129171445	129171538
2443	"CNBP"	"CNBP"	chr3	-	129171078	129171538	129171078	129171283	129171445	129171538
2444	"UBQLN1"	"UBQLN1"	chr9	-	83666349	83669327	83666349	83666433	83669184	83669327
2466	"TRMT2B"	"TRMT2B"	chrX	-	101051250	101051733	101051250	101051366	101051643	101051733
2472	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336943	207336946	207337409
2473	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336818	207337328	207337409
2474	"NBPF12"	"NBPF12"	chr1	+	146987953	146988126	146987953	146988008	146988012	146988126
2487	"EPB41L2"	"EPB41L2"	chr6	-	130869851	130870126	130869851	130869944	130870038	130870126
2488	"EPB41L2"	"EPB41L2"	chr6	-	130869811	130870126	130869811	130870089	130870090	130870126
2496	"CASC3"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166
2503	"TRIM14"	"TRIM14"	chr9	-	98084354	98088005	98084354	98084466	98087441	98088005
2504	"POLR2J3"	"POLR2J3"	chr7	-	102566996	102568184	102566996	102567083	102568009	102568184
2514	"METTL22"	"METTL22"	chr16	+	8628729	8629110	8628729	8628876	8629044	8629110
2515	"MTA1"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324
2520	"ZNF300"	"ZNF300"	chr5	-	150894398	150898184	150894398	150896969	150898057	150898184
2532	"FUK"	"FUK"	chr16	+	70466881	70467471	70466881	70466954	70467373	70467471
2536	"CENPE"	"CENPE"	chr4	-	103136140	103136359	103136140	103136171	103136279	103136359
2541	"MUTYH"	"MUTYH"	chr1	-	45332917	45333324	45332917	45332959	45333284	45333324
2548	"ANXA6"	"ANXA6"	chr5	-	151138677	151139447	151138677	151138791	151139352	151139447
2554	"PEAR1"	"PEAR1"	chr1	+	156907914	156908340	156907914	156908051	156908127	156908340
2556	"WRAP53"	"WRAP53"	chr17	+	7701656	7702846	7701656	7701789	7702742	7702846
2559	"GRSF1"	"GRSF1"	chr4	-	70825295	70826245	70825295	70825431	70826123	70826245
2562	"TRPT1"	"TRPT1"	chr11	-	64224284	64224717	64224284	64224341	64224542	64224717
2563	"TRPT1"	"TRPT1"	chr11	-	64224284	64224717	64224284	64224491	64224653	64224717
2564	"TRPT1"	"TRPT1"	chr11	-	64224800	64225580	64224800	64224970	64225498	64225580
2565	"BRMS1"	"BRMS1"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785
2566	"BRMS1"	"BRMS1"	chr11	-	66340773	66341046	66340773	66340870	66340966	66341046
2567	"BRMS1"	"BRMS1"	chr11	-	66340773	66341333	66340773	66341046	66341205	66341333
2570	"LARP4B"	"LARP4B"	chr10	-	806913	813213	806913	808272	812920	813213
2571	"MOGS"	"MOGS"	chr2	-	74464895	74465410	74464895	74464987	74465313	74465410
2575	"PXDN"	"PXDN"	chr2	-	1663604	1665074	1663604	1663763	1664957	1665074
2586	"NBPF10"	"NBPF10"	chr1	-	146144594	146144804	146144594	146144647	146144649	146144804
2599	"KRI1"	"KRI1"	chr19	-	10557551	10557895	10557551	10557682	10557768	10557895
2601	"KRI1"	"KRI1"	chr19	-	10561666	10561845	10561666	10561716	10561790	10561845
2602	"KRI1"	"KRI1"	chr19	-	10564928	10565790	10564928	10565034	10565716	10565790
2607	"ARMC10"	"ARMC10"	chr7	+	103083681	103084062	103083681	103083830	103084029	103084062
2619	"ACTB"	"ACTB"	chr7	-	5528280	5529400	5528280	5528719	5529160	5529400
2632	"COMMD7"	"COMMD7"	chr20	-	32702702	32704071	32702702	32703458	32704022	32704071
2640	"CALCOCO1"	"CALCOCO1"	chr12	-	53721466	53722183	53721466	53721615	53722024	53722183
2653	"GON4L"	"GON4L"	chr1	-	155764999	155766709	155764999	155765350	155766656	155766709
2654	"GON4L"	"GON4L"	chr1	-	155815804	155816262	155815804	155815900	155816211	155816262
2655	"SMARCC2"	"SMARCC2"	chr12	-	56164302	56164731	56164302	56164368	56164647	56164731
2656	"SMARCC2"	"SMARCC2"	chr12	-	56178403	56178847	56178403	56178534	56178809	56178847
2657	"SMARCC2"	"SMARCC2"	chr12	-	56180976	56181597	56180976	56181101	56181481	56181597
2664	"PDHB"	"PDHB"	chr3	-	58430656	58430942	58430656	58430788	58430842	58430942
2666	"PDHB"	"PDHB"	chr3	-	58431730	58431984	58431730	58431793	58431876	58431984
2685	"TCEAL4"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291
2687	"DMKN"	"DMKN"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580
2688	"DMKN"	"DMKN"	chr19	-	35500377	35500580	35500377	35500419	35500532	35500580
2689	"DMKN"	"DMKN"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427
2693	"HMGN2"	"HMGN2"	chr1	+	26473482	26473732	26473482	26473527	26473702	26473732
2694	"HMGN2"	"HMGN2"	chr1	+	26473482	26473732	26473482	26473585	26473702	26473732
2695	"HMGN2"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
2696	"HMGN2"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473732	26474084	26474135
2697	"HMGN2"	"HMGN2"	chr1	+	26473702	26474135	26473702	26473817	26474084	26474135
2701	"ANKRD11"	"ANKRD11"	chr16	-	89286662	89288670	89286662	89287113	89288527	89288670
2706	"MECR"	"MECR"	chr1	-	29195940	29196258	29195940	29196013	29196197	29196258
2707	"MECR"	"MECR"	chr1	-	29195940	29196258	29195940	29196042	29196197	29196258
2711	"POMT2"	"POMT2"	chr14	-	77279536	77279928	77279536	77279586	77279683	77279928
2712	"POMT2"	"POMT2"	chr14	-	77278728	77279928	77278728	77278869	77279822	77279928
2713	"POMT2"	"POMT2"	chr14	-	77278728	77279928	77278728	77278961	77279822	77279928
2714	"POMT2"	"POMT2"	chr14	-	77279536	77279928	77279536	77279586	77279822	77279928
2719	"TMEM259"	"TMEM259"	chr19	-	1012065	1012573	1012065	1012188	1012462	1012573
2740	"BCAM"	"BCAM"	chr19	+	44819581	44820822	44819581	44819726	44820704	44820822
2752	"EIF3G"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119066	10119171
2753	"EIF3G"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119087	10119171
2756	"MED25"	"MED25"	chr19	+	49829785	49829948	49829785	49829860	49829862	49829948
2758	"MED25"	"MED25"	chr19	+	49835726	49835945	49835726	49835882	49835883	49835945
2759	"MED25"	"MED25"	chr19	+	49836225	49836979	49836225	49836406	49836846	49836979
2763	"CUL1"	"CUL1"	chr7	+	148753975	148754150	148753975	148754009	148754081	148754150
2764	"LUC7L"	"LUC7L"	chr16	-	188968	190135	188968	189339	189967	190135
2765	"LUC7L"	"LUC7L"	chr16	-	227241	228402	227241	227336	228332	228402
2773	"SPAG4"	"SPAG4"	chr20	+	35618449	35618720	35618449	35618475	35618611	35618720
2775	"RAVER1"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320763	10320857	10320951
2776	"RAVER1"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320782	10320857	10320951
2777	"ERICH1"	"ERICH1"	chr8	-	625674	627238	625674	625968	627002	627238
2802	"ZMIZ2"	"ZMIZ2"	chr7	+	44761448	44761905	44761448	44761593	44761694	44761905
2803	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31583575	31583148	31583241	31583460	31583575
2804	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583241	31584677	31584801
2805	"TINAGL1"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583575	31584677	31584801
2806	"TINAGL1"	"TINAGL1"	chr1	+	31584885	31585340	31584885	31585036	31585150	31585340
2810	"BAK1"	"BAK1"	chr6	-	33575792	33575928	33575792	33575803	33575863	33575928
2814	"DEPDC1"	"DEPDC1"	chr1	-	68489451	68489608	68489451	68489485	68489569	68489608
2817	"RPL13A"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490126	49490297
2818	"RPL13A"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490231	49490297
2819	"RPL13A"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490231	49490297
2820	"RPL13A"	"RPL13A"	chr19	+	49489849	49490297	49489849	49490090	49490231	49490297
2821	"RPL13A"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49490474	49490576
2835	"ULK3"	"ULK3"	chr15	-	74840233	74840641	74840233	74840316	74840497	74840641
2855	"CREB3L2"	"CREB3L2"	chr7	-	137915836	137916012	137915836	137915911	137915958	137916012
2859	"KRT17"	"KRT17"	chr17	-	41621592	41622511	41621592	41621754	41622354	41622511
2860	"TTC12"	"TTC12"	chr11	+	113315950	113316315	113315950	113316053	113316242	113316315
2866	"NFE2L1"	"NFE2L1"	chr17	+	48050606	48051628	48050606	48050819	48051116	48051628
2870	"UBE2D3"	"UBE2D3"	chr4	-	102801453	102802638	102801453	102801559	102802560	102802638
2879	"GSTK1"	"GSTK1"	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092
2880	"GSTK1"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296
2892	"YBX1"	"YBX1"	chr1	+	42697179	42697262	42697179	42697227	42697228	42697262
2893	"YBX1"	"YBX1"	chr1	+	42700780	42701046	42700780	42700788	42700790	42701046
2895	"DCLRE1B"	"DCLRE1B"	chr1	+	113911130	113914086	113911130	113911838	113912131	113914086
2897	"DNAJC4"	"DNAJC4"	chr11	+	64233893	64234281	64233893	64233980	64234072	64234281
2898	"TMEM199"	"TMEM199"	chr17	+	28360528	28360847	28360528	28360571	28360734	28360847
2899	"TMEM199"	"TMEM199"	chr17	+	28360528	28360847	28360528	28360576	28360734	28360847
2904	"SHANK2"	"SHANK2"	chr11	-	71118828	71119032	71118828	71118846	71118902	71119032
2919	"HDAC1"	"HDAC1"	chr1	+	32331675	32332242	32331675	32331806	32332089	32332242
2931	"GHITM"	"GHITM"	chr10	+	84150708	84150880	84150708	84150821	84150822	84150880
2945	"EIF4A2"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051
2954	"NUBP2"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788137	1788207
2955	"NUBP2"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788160	1788207
2957	"VDAC2"	"VDAC2"	chr10	+	75219062	75219356	75219062	75219215	75219303	75219356
2961	"RPS7"	"RPS7"	chr2	+	3575324	3575684	3575324	3575448	3575591	3575684
2963	"TANC2"	"TANC2"	chr17	+	63411997	63412130	63411997	63412117	63412119	63412130
2972	"ASXL1"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422
2974	"RASAL1"	"RASAL1"	chr12	-	113119127	113119443	113119127	113119259	113119361	113119443
2975	"RASAL1"	"RASAL1"	chr12	-	113127811	113128178	113127811	113127873	113128064	113128178
2978	"FAF2"	"FAF2"	chr5	+	176493998	176494275	176493998	176494084	176494183	176494275
2979	"GPX4"	"GPX4"	chr19	+	1105365	1105510	1105365	1105402	1105405	1105510
2983	"UBR1"	"UBR1"	chr15	-	43025373	43026663	43025373	43025429	43026560	43026663
2985	"RGS3"	"RGS3"	chr9	+	113583449	113584427	113583449	113583716	113584181	113584427
2986	"VPS9D1"	"VPS9D1"	chr16	-	89710585	89711010	89710585	89710768	89710769	89711010
3015	"NCAPG2"	"NCAPG2"	chr7	-	158655117	158655455	158655117	158655258	158655338	158655455
3018	"STARD3NL"	"STARD3NL"	chr7	+	38215027	38217305	38215027	38215105	38217187	38217305
3021	"C19orf68"	"C19orf68"	chr19	+	48194652	48197620	48194652	48195918	48197229	48197620
3028	"ECI2"	"ECI2"	chr6	-	4125249	4126237	4125249	4125370	4126134	4126237
